

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.988
2,1:No,1:No,,0.988
3,1:No,1:No,,0.843
4,1:No,1:No,,0.987
5,1:No,1:No,,0.979
6,1:No,1:No,,0.94
7,1:No,1:No,,0.956
8,1:No,1:No,,0.927
9,1:No,1:No,,0.973
10,1:No,1:No,,0.937
11,1:No,1:No,,0.986
12,1:No,1:No,,0.922
13,1:No,1:No,,0.99
14,1:No,1:No,,0.989
15,1:No,1:No,,0.956
16,1:No,1:No,,0.989
17,1:No,1:No,,0.873
18,1:No,1:No,,0.915
19,1:No,1:No,,0.839
20,1:No,1:No,,0.968
21,1:No,1:No,,0.995
22,1:No,1:No,,0.941
23,1:No,1:No,,0.99
24,1:No,1:No,,0.958
25,1:No,1:No,,0.917
26,1:No,1:No,,0.93
27,1:No,1:No,,0.94
28,1:No,1:No,,0.936
29,1:No,1:No,,0.962
30,1:No,1:No,,0.993
31,1:No,1:No,,0.986
32,1:No,1:No,,0.951
33,1:No,1:No,,0.985
34,1:No,1:No,,0.894
35,1:No,1:No,,0.991
36,1:No,1:No,,0.977
37,1:No,1:No,,0.962
38,1:No,1:No,,0.965
39,1:No,1:No,,0.979
40,1:No,1:No,,0.961
41,1:No,1:No,,0.955
42,1:No,1:No,,0.995
43,1:No,1:No,,0.991
44,1:No,1:No,,0.995
45,1:No,1:No,,0.952
46,1:No,1:No,,0.973
47,1:No,1:No,,0.987
48,1:No,1:No,,0.995
49,1:No,1:No,,0.995
50,1:No,1:No,,0.926
51,1:No,1:No,,0.99
52,1:No,1:No,,0.851
53,1:No,1:No,,0.979
54,1:No,1:No,,0.969
55,1:No,1:No,,0.868
56,1:No,1:No,,0.842
57,1:No,1:No,,0.994
58,1:No,1:No,,0.982
59,1:No,1:No,,0.984
60,1:No,1:No,,0.916
61,1:No,1:No,,0.947
62,1:No,1:No,,0.974
63,1:No,1:No,,0.961
64,1:No,1:No,,0.931
65,1:No,1:No,,0.926
66,1:No,1:No,,0.936
67,1:No,1:No,,0.987
68,1:No,1:No,,0.878
69,1:No,1:No,,0.935
70,1:No,1:No,,0.727
71,1:No,1:No,,0.903
72,1:No,1:No,,0.983
73,1:No,1:No,,0.957
74,1:No,1:No,,0.922
75,1:No,1:No,,0.989
76,1:No,1:No,,0.975
77,1:No,1:No,,0.935
78,1:No,1:No,,0.903
79,1:No,1:No,,0.981
80,1:No,1:No,,0.792
81,1:No,1:No,,0.99
82,1:No,1:No,,0.946
83,1:No,1:No,,0.947
84,1:No,1:No,,0.906
85,1:No,1:No,,0.979
86,1:No,1:No,,0.992
87,1:No,1:No,,0.938
88,1:No,1:No,,0.75
89,1:No,1:No,,0.993
90,1:No,1:No,,0.987
91,1:No,1:No,,0.95
92,1:No,1:No,,0.961
93,1:No,1:No,,0.944
94,1:No,1:No,,0.988
95,1:No,1:No,,0.915
96,1:No,1:No,,0.974
97,1:No,1:No,,0.981
98,1:No,1:No,,0.932
99,1:No,1:No,,0.977
100,1:No,1:No,,0.977
101,1:No,1:No,,0.993
102,1:No,1:No,,0.936
103,1:No,1:No,,0.917
104,1:No,1:No,,0.948
105,1:No,1:No,,0.974
106,1:No,1:No,,0.945
107,1:No,1:No,,0.828
108,1:No,1:No,,0.757
109,1:No,1:No,,0.967
110,1:No,1:No,,0.979
111,1:No,1:No,,0.958
112,1:No,1:No,,0.778
113,1:No,1:No,,0.983
114,1:No,1:No,,0.99
115,1:No,1:No,,0.905
116,1:No,1:No,,0.885
117,1:No,1:No,,0.988
118,1:No,1:No,,0.976
119,1:No,1:No,,0.977
120,1:No,1:No,,0.822
121,1:No,1:No,,0.964
122,1:No,1:No,,0.777
123,1:No,1:No,,0.989
124,1:No,1:No,,0.955
125,1:No,1:No,,0.982
126,1:No,1:No,,0.966
127,1:No,1:No,,0.978
128,1:No,1:No,,0.996
129,1:No,1:No,,0.972
130,1:No,1:No,,0.989
131,1:No,1:No,,0.959
132,1:No,1:No,,0.78
133,1:No,1:No,,0.942
134,1:No,1:No,,0.822
135,1:No,1:No,,0.985
136,1:No,1:No,,0.968
137,1:No,1:No,,0.867
138,1:No,1:No,,0.85
139,1:No,1:No,,0.906
140,1:No,1:No,,0.978
141,1:No,1:No,,0.961
142,1:No,1:No,,0.968
143,1:No,1:No,,0.959
144,1:No,1:No,,0.945
145,1:No,1:No,,0.853
146,1:No,1:No,,0.986
147,1:No,1:No,,0.958
148,1:No,1:No,,0.892
149,1:No,1:No,,0.889
150,1:No,1:No,,0.965
151,1:No,1:No,,0.957
152,1:No,1:No,,0.874
153,1:No,1:No,,0.98
154,1:No,1:No,,0.946
155,1:No,1:No,,0.989
156,1:No,1:No,,0.918
157,1:No,1:No,,0.929
158,1:No,1:No,,0.979
159,1:No,1:No,,0.842
160,1:No,1:No,,0.979
161,1:No,1:No,,0.785
162,1:No,1:No,,0.943
163,1:No,1:No,,0.834
164,1:No,1:No,,0.881
165,1:No,1:No,,0.995
166,1:No,1:No,,0.922
167,1:No,1:No,,0.941
168,1:No,1:No,,0.956
169,1:No,1:No,,0.925
170,1:No,1:No,,0.92
171,1:No,1:No,,0.944
172,1:No,1:No,,0.911
173,1:No,1:No,,0.977
174,1:No,1:No,,0.951
175,1:No,1:No,,0.958
176,1:No,1:No,,0.973
