

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.992
2,1:No,1:No,,0.996
3,1:No,1:No,,0.882
4,1:No,1:No,,0.99
5,1:No,1:No,,0.975
6,1:No,1:No,,0.94
7,1:No,1:No,,0.979
8,1:No,1:No,,0.912
9,1:No,1:No,,0.968
10,1:No,1:No,,0.967
11,1:No,1:No,,0.99
12,1:No,1:No,,0.935
13,1:No,1:No,,0.996
14,1:No,1:No,,0.992
15,1:No,1:No,,0.987
16,1:No,1:No,,0.997
17,1:No,1:No,,0.926
18,1:No,1:No,,0.953
19,1:No,1:No,,0.856
20,1:No,1:No,,0.971
21,1:No,1:No,,0.998
22,1:No,1:No,,0.971
23,1:No,1:No,,0.991
24,1:No,1:No,,0.988
25,1:No,1:No,,0.973
26,1:No,1:No,,0.977
27,1:No,1:No,,0.957
28,1:No,1:No,,0.964
29,1:No,1:No,,0.98
30,1:No,1:No,,0.997
31,1:No,1:No,,0.996
32,1:No,1:No,,0.963
33,1:No,1:No,,0.992
34,1:No,1:No,,0.912
35,1:No,1:No,,0.993
36,1:No,1:No,,0.993
37,1:No,1:No,,0.983
38,1:No,1:No,,0.992
39,1:No,1:No,,0.984
40,1:No,1:No,,0.984
41,1:No,1:No,,0.983
42,1:No,1:No,,0.999
43,1:No,1:No,,0.994
44,1:No,1:No,,0.998
45,1:No,1:No,,0.948
46,1:No,1:No,,0.972
47,1:No,1:No,,0.996
48,1:No,1:No,,0.999
49,1:No,1:No,,0.999
50,1:No,1:No,,0.938
51,1:No,1:No,,0.995
52,1:No,1:No,,0.9
53,1:No,1:No,,0.98
54,1:No,1:No,,0.948
55,1:No,1:No,,0.905
56,1:No,1:No,,0.89
57,1:No,1:No,,0.998
58,1:No,1:No,,0.99
59,1:No,1:No,,0.993
60,1:No,1:No,,0.973
61,1:No,1:No,,0.969
62,1:No,1:No,,0.992
63,1:No,1:No,,0.982
64,1:No,1:No,,0.957
65,1:No,1:No,,0.933
66,1:No,1:No,,0.965
67,1:No,1:No,,0.992
68,1:No,1:No,,0.948
69,1:No,1:No,,0.893
70,1:No,1:No,,0.712
71,1:No,1:No,,0.975
72,1:No,1:No,,0.992
73,1:No,1:No,,0.913
74,1:No,1:No,,0.906
75,1:No,1:No,,0.995
76,1:No,1:No,,0.991
77,1:No,1:No,,0.927
78,1:No,1:No,,0.899
79,1:No,1:No,,0.986
80,1:No,1:No,,0.952
81,1:No,1:No,,0.997
82,1:No,1:No,,0.973
83,1:No,1:No,,0.98
84,1:No,1:No,,0.931
85,1:No,1:No,,0.989
86,1:No,1:No,,0.996
87,1:No,1:No,,0.966
88,1:No,1:No,,0.722
89,1:No,1:No,,0.995
90,1:No,1:No,,0.992
91,1:No,1:No,,0.966
92,1:No,1:No,,0.983
93,1:No,1:No,,0.97
94,1:No,1:No,,0.992
95,1:No,1:No,,0.969
96,1:No,1:No,,0.992
97,1:No,1:No,,0.994
98,1:No,1:No,,0.927
99,1:No,1:No,,0.987
100,1:No,1:No,,0.99
101,1:No,1:No,,0.998
102,1:No,1:No,,0.963
103,1:No,1:No,,0.963
104,1:No,1:No,,0.963
105,1:No,1:No,,0.968
106,1:No,1:No,,0.94
107,1:No,1:No,,0.946
108,1:No,1:No,,0.732
109,1:No,1:No,,0.977
110,1:No,1:No,,0.987
111,1:No,1:No,,0.949
112,1:No,1:No,,0.741
113,1:No,1:No,,0.99
114,1:No,1:No,,0.994
115,1:No,1:No,,0.962
116,1:No,1:No,,0.926
117,1:No,1:No,,0.995
118,1:No,1:No,,0.965
119,1:No,1:No,,0.986
120,1:No,1:No,,0.907
121,1:No,1:No,,0.983
122,1:No,1:No,,0.796
123,1:No,1:No,,0.996
124,1:No,1:No,,0.978
125,1:No,1:No,,0.99
126,1:No,1:No,,0.988
127,1:No,1:No,,0.994
128,1:No,1:No,,1
129,1:No,1:No,,0.986
130,1:No,1:No,,0.994
131,1:No,1:No,,0.97
132,1:No,1:No,,0.752
133,1:No,1:No,,0.952
134,1:No,1:No,,0.875
135,1:No,1:No,,0.985
136,1:No,1:No,,0.985
137,1:No,1:No,,0.945
138,1:No,1:No,,0.882
139,1:No,1:No,,0.969
140,1:No,1:No,,0.97
141,1:No,1:No,,0.976
142,1:No,1:No,,0.986
143,1:No,1:No,,0.972
144,1:No,1:No,,0.964
145,1:No,1:No,,0.906
146,1:No,1:No,,0.996
147,1:No,1:No,,0.97
148,1:No,1:No,,0.831
149,1:No,1:No,,0.949
150,1:No,1:No,,0.987
151,1:No,1:No,,0.986
152,1:No,1:No,,0.909
153,1:No,1:No,,0.995
154,1:No,1:No,,0.948
155,1:No,1:No,,0.993
156,1:No,1:No,,0.914
157,1:No,1:No,,0.902
158,1:No,1:No,,0.983
159,1:No,1:No,,0.794
160,1:No,1:No,,0.989
161,1:No,1:No,,0.797
162,1:No,1:No,,0.931
163,1:No,1:No,,0.91
164,1:No,1:No,,0.903
165,1:No,1:No,,0.998
166,1:No,1:No,,0.95
167,1:No,1:No,,0.968
168,1:No,1:No,,0.966
169,1:No,1:No,,0.942
170,1:No,1:No,,0.96
171,1:No,1:No,,0.974
172,1:No,1:No,,0.921
173,1:No,1:No,,0.994
174,1:No,1:No,,0.93
175,1:No,1:No,,0.989
176,1:No,1:No,,0.989
177,1:No,1:No,,0.99
178,1:No,1:No,,0.951
179,1:No,1:No,,0.884
180,1:No,1:No,,0.971
181,1:No,1:No,,0.998
182,1:No,1:No,,0.943
183,1:No,1:No,,0.966
184,1:No,1:No,,0.992
185,1:No,1:No,,0.969
186,1:No,1:No,,0.991
187,1:No,1:No,,0.814
188,1:No,1:No,,0.993
189,1:No,1:No,,0.989
190,1:No,1:No,,0.972
191,1:No,1:No,,0.876
192,1:No,1:No,,0.922
193,1:No,1:No,,0.935
194,1:No,1:No,,0.966
195,1:No,1:No,,0.889
196,1:No,1:No,,0.995
197,1:No,1:No,,0.996
198,1:No,1:No,,0.971
199,1:No,1:No,,0.851
200,1:No,1:No,,0.844
201,1:No,1:No,,0.995
202,1:No,1:No,,0.947
203,1:No,1:No,,0.996
204,1:No,1:No,,0.998
205,1:No,1:No,,0.997
206,1:No,1:No,,0.965
207,1:No,1:No,,0.972
208,1:No,1:No,,0.991
209,1:No,1:No,,0.985
210,1:No,1:No,,0.984
211,1:No,1:No,,0.819
212,1:No,1:No,,0.856
213,1:No,1:No,,0.936
214,1:No,1:No,,0.975
215,1:No,1:No,,0.982
216,1:No,1:No,,0.991
217,1:No,1:No,,0.993
218,1:No,1:No,,0.983
219,1:No,1:No,,0.968
220,1:No,1:No,,0.997
221,1:No,1:No,,0.997
222,1:No,1:No,,0.857
223,1:No,1:No,,0.977
224,1:No,1:No,,0.972
225,1:No,1:No,,0.991
226,1:No,1:No,,0.979
227,1:No,1:No,,0.977
228,1:No,1:No,,0.986
229,1:No,1:No,,0.957
230,1:No,1:No,,0.889
231,1:No,1:No,,0.992
232,1:No,1:No,,0.914
233,1:No,1:No,,0.999
234,1:No,1:No,,0.894
235,1:No,1:No,,0.88
236,1:No,1:No,,0.976
237,1:No,1:No,,0.996
238,1:No,1:No,,0.893
239,1:No,1:No,,0.988
240,1:No,1:No,,0.988
241,1:No,1:No,,0.99
242,1:No,1:No,,0.987
243,1:No,1:No,,0.991
244,1:No,1:No,,0.986
245,1:No,1:No,,0.879
246,1:No,1:No,,0.996
247,1:No,1:No,,0.908
248,1:No,1:No,,0.997
249,1:No,1:No,,0.94
250,1:No,1:No,,0.881
251,1:No,1:No,,0.772
252,1:No,1:No,,0.997
253,1:No,1:No,,0.973
254,1:No,1:No,,0.978
255,1:No,1:No,,0.965
256,1:No,1:No,,0.987
257,1:No,1:No,,0.982
258,1:No,1:No,,0.991
259,1:No,1:No,,0.918
260,1:No,1:No,,0.843
261,1:No,1:No,,0.948
262,1:No,1:No,,0.986
263,1:No,1:No,,0.992
264,1:No,1:No,,0.986
265,1:No,1:No,,0.953
266,1:No,1:No,,0.979
267,1:No,1:No,,0.991
268,1:No,1:No,,0.989
269,1:No,1:No,,0.882
270,1:No,1:No,,0.844
271,1:No,1:No,,0.968
272,1:No,1:No,,0.992
273,1:No,1:No,,0.99
274,1:No,1:No,,0.993
275,1:No,1:No,,0.994
276,1:No,1:No,,0.882
277,1:No,1:No,,0.995
278,1:No,1:No,,0.996
279,1:No,1:No,,0.983
280,1:No,1:No,,0.995
281,1:No,1:No,,0.99
282,1:No,1:No,,0.993
283,1:No,1:No,,0.814
284,1:No,1:No,,0.989
285,1:No,1:No,,0.988
286,1:No,1:No,,0.976
287,1:No,1:No,,0.945
288,1:No,1:No,,0.976
289,1:No,1:No,,0.986
290,1:No,1:No,,0.949
291,1:No,1:No,,0.992
292,1:No,1:No,,0.993
293,1:No,1:No,,0.985
294,1:No,1:No,,0.869
295,1:No,1:No,,0.994
296,1:No,1:No,,0.987
297,1:No,1:No,,0.887
298,1:No,1:No,,0.994
299,1:No,1:No,,0.98
300,1:No,1:No,,0.986
301,1:No,1:No,,0.915
302,1:No,1:No,,0.854
303,1:No,1:No,,0.958
304,1:No,1:No,,0.988
305,1:No,1:No,,0.972
306,1:No,1:No,,0.985
307,1:No,1:No,,0.83
308,1:No,1:No,,0.959
309,1:No,1:No,,0.841
310,1:No,1:No,,0.995
311,1:No,1:No,,0.97
312,1:No,1:No,,0.978
313,1:No,1:No,,0.785
314,1:No,1:No,,0.992
315,1:No,1:No,,0.933
316,1:No,1:No,,0.987
317,1:No,1:No,,0.977
318,1:No,1:No,,0.713
319,1:No,1:No,,0.991
320,1:No,1:No,,0.899
321,1:No,1:No,,0.878
322,1:No,1:No,,0.973
323,1:No,1:No,,0.939
324,1:No,1:No,,0.993
325,1:No,1:No,,0.981
326,1:No,1:No,,0.932
327,1:No,1:No,,0.994
328,1:No,1:No,,0.922
329,1:No,1:No,,0.99
330,1:No,1:No,,0.984
331,1:No,1:No,,0.892
332,1:No,1:No,,0.983
333,1:No,1:No,,0.998
334,1:No,1:No,,0.948
335,1:No,1:No,,0.974
336,1:No,1:No,,0.997
337,1:No,1:No,,0.99
338,1:No,1:No,,0.978
339,1:No,1:No,,0.936
340,1:No,1:No,,0.942
341,1:No,1:No,,0.846
342,1:No,1:No,,0.832
343,1:No,1:No,,0.898
344,1:No,1:No,,0.99
345,1:No,1:No,,0.977
346,1:No,1:No,,0.986
347,1:No,1:No,,0.991
348,1:No,1:No,,0.993
349,1:No,1:No,,0.946
350,1:No,1:No,,0.901
351,1:No,1:No,,0.986
352,1:No,1:No,,0.813
353,1:No,1:No,,0.899
354,1:No,1:No,,0.939
355,1:No,1:No,,0.795
356,1:No,1:No,,0.988
357,1:No,1:No,,0.977
358,1:No,1:No,,0.925
359,1:No,1:No,,0.995
360,1:No,1:No,,0.991
361,1:No,1:No,,0.927
362,1:No,1:No,,0.965
363,1:No,1:No,,0.799
364,1:No,1:No,,0.993
365,1:No,1:No,,0.989
366,1:No,1:No,,0.973
367,1:No,1:No,,0.998
368,1:No,1:No,,0.874
369,1:No,1:No,,0.995
370,1:No,1:No,,0.879
371,1:No,1:No,,0.939
372,1:No,1:No,,0.993
373,1:No,1:No,,0.993
374,1:No,1:No,,0.982
375,1:No,1:No,,0.729
376,1:No,1:No,,0.979
377,1:No,1:No,,0.94
378,1:No,1:No,,0.992
379,1:No,1:No,,0.816
380,1:No,1:No,,0.988
381,1:No,1:No,,0.886
382,1:No,1:No,,0.953
383,1:No,1:No,,0.974
384,1:No,1:No,,0.998
385,1:No,1:No,,0.986
386,1:No,1:No,,0.966
387,1:No,1:No,,0.99
388,1:No,1:No,,0.969
389,1:No,1:No,,0.991
390,1:No,1:No,,0.985
391,1:No,1:No,,0.922
392,1:No,1:No,,0.756
393,1:No,1:No,,0.941
394,1:No,1:No,,0.988
395,1:No,1:No,,0.895
396,1:No,1:No,,0.927
397,1:No,1:No,,0.914
398,1:No,1:No,,0.938
399,1:No,1:No,,0.992
400,1:No,1:No,,0.952
401,1:No,1:No,,0.996
402,1:No,1:No,,0.997
403,1:No,1:No,,0.986
404,1:No,1:No,,0.93
405,1:No,1:No,,0.978
406,1:No,1:No,,0.978
407,1:No,1:No,,0.981
408,1:No,1:No,,0.965
409,1:No,1:No,,0.987
410,1:No,1:No,,0.985
411,1:No,1:No,,0.988
412,1:No,1:No,,0.957
413,1:No,1:No,,0.95
414,1:No,1:No,,0.98
415,1:No,1:No,,0.978
416,1:No,1:No,,0.972
417,1:No,1:No,,0.948
418,1:No,1:No,,0.944
419,1:No,1:No,,0.918
420,1:No,1:No,,0.99
421,1:No,1:No,,0.993
422,1:No,1:No,,0.936
423,1:No,1:No,,0.988
424,1:No,1:No,,0.957
425,1:No,1:No,,0.986
426,1:No,1:No,,0.995
427,1:No,1:No,,0.969
428,1:No,1:No,,0.969
429,1:No,1:No,,0.974
430,1:No,1:No,,0.985
431,1:No,1:No,,0.966
432,1:No,1:No,,0.966
433,1:No,1:No,,0.995
434,1:No,1:No,,0.988
435,1:No,1:No,,0.986
436,1:No,1:No,,0.989
437,1:No,1:No,,0.995
438,1:No,1:No,,0.988
439,1:No,1:No,,0.992
440,1:No,1:No,,0.963
441,1:No,1:No,,0.979
442,1:No,1:No,,0.903
443,1:No,1:No,,0.998
444,1:No,1:No,,0.995
445,1:No,1:No,,0.992
446,1:No,1:No,,0.982
447,1:No,1:No,,0.997
448,1:No,1:No,,0.92
449,1:No,1:No,,0.983
450,1:No,1:No,,0.986
451,1:No,1:No,,0.987
452,1:No,1:No,,0.994
453,1:No,1:No,,0.979
454,1:No,1:No,,0.938
455,1:No,1:No,,0.916
456,1:No,1:No,,0.901
457,1:No,1:No,,0.992
458,1:No,1:No,,0.906
459,1:No,1:No,,0.867
460,1:No,1:No,,0.919
461,1:No,1:No,,0.981
462,1:No,1:No,,0.993
463,1:No,1:No,,0.992
464,1:No,1:No,,0.975
465,1:No,1:No,,0.995
466,1:No,1:No,,0.995
467,1:No,1:No,,0.987
468,1:No,1:No,,0.964
469,1:No,1:No,,0.954
470,1:No,1:No,,0.9
471,1:No,1:No,,0.944
472,1:No,1:No,,0.968
473,1:No,1:No,,0.99
474,1:No,1:No,,0.987
475,1:No,1:No,,0.995
476,1:No,1:No,,0.994
477,1:No,1:No,,0.964
478,1:No,1:No,,0.959
479,1:No,1:No,,0.995
480,1:No,1:No,,0.99
481,1:No,1:No,,0.987
482,1:No,1:No,,0.953
483,1:No,1:No,,0.982
