

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.988
2,1:No,1:No,,0.986
3,1:No,1:No,,0.855
4,1:No,1:No,,0.987
5,1:No,1:No,,0.98
6,1:No,1:No,,0.942
7,1:No,1:No,,0.966
8,1:No,1:No,,0.92
9,1:No,1:No,,0.97
10,1:No,1:No,,0.955
11,1:No,1:No,,0.983
12,1:No,1:No,,0.942
13,1:No,1:No,,0.993
14,1:No,1:No,,0.991
15,1:No,1:No,,0.969
16,1:No,1:No,,0.987
17,1:No,1:No,,0.856
18,1:No,1:No,,0.891
19,1:No,1:No,,0.813
20,1:No,1:No,,0.951
21,1:No,1:No,,0.997
22,1:No,1:No,,0.954
23,1:No,1:No,,0.991
24,1:No,1:No,,0.972
25,1:No,1:No,,0.934
26,1:No,1:No,,0.947
27,1:No,1:No,,0.952
28,1:No,1:No,,0.947
29,1:No,1:No,,0.969
30,1:No,1:No,,0.996
31,1:No,1:No,,0.992
32,1:No,1:No,,0.941
33,1:No,1:No,,0.99
34,1:No,1:No,,0.892
35,1:No,1:No,,0.993
36,1:No,1:No,,0.987
37,1:No,1:No,,0.972
38,1:No,1:No,,0.982
39,1:No,1:No,,0.983
40,1:No,1:No,,0.968
41,1:No,1:No,,0.959
42,1:No,1:No,,0.997
43,1:No,1:No,,0.994
44,1:No,1:No,,0.997
45,1:No,1:No,,0.937
46,1:No,1:No,,0.974
47,1:No,1:No,,0.986
48,1:No,1:No,,0.997
49,1:No,1:No,,0.997
50,1:No,1:No,,0.895
51,1:No,1:No,,0.994
52,1:No,1:No,,0.887
53,1:No,1:No,,0.982
54,1:No,1:No,,0.966
55,1:No,1:No,,0.9
56,1:No,1:No,,0.836
57,1:No,1:No,,0.994
58,1:No,1:No,,0.982
59,1:No,1:No,,0.99
60,1:No,1:No,,0.931
61,1:No,1:No,,0.96
62,1:No,1:No,,0.972
63,1:No,1:No,,0.965
64,1:No,1:No,,0.927
65,1:No,1:No,,0.939
66,1:No,1:No,,0.951
67,1:No,1:No,,0.983
68,1:No,1:No,,0.892
69,1:No,1:No,,0.901
70,1:No,1:No,,0.742
71,1:No,1:No,,0.94
72,1:No,1:No,,0.991
73,1:No,1:No,,0.951
74,1:No,1:No,,0.906
75,1:No,1:No,,0.994
76,1:No,1:No,,0.983
77,1:No,1:No,,0.915
78,1:No,1:No,,0.906
79,1:No,1:No,,0.984
80,1:No,1:No,,0.864
81,1:No,1:No,,0.994
82,1:No,1:No,,0.95
83,1:No,1:No,,0.963
84,1:No,1:No,,0.932
85,1:No,1:No,,0.982
86,1:No,1:No,,0.995
87,1:No,1:No,,0.933
88,1:No,1:No,,0.756
89,1:No,1:No,,0.995
90,1:No,1:No,,0.991
91,1:No,1:No,,0.958
92,1:No,1:No,,0.973
93,1:No,1:No,,0.942
94,1:No,1:No,,0.988
95,1:No,1:No,,0.943
96,1:No,1:No,,0.984
97,1:No,1:No,,0.99
98,1:No,1:No,,0.895
99,1:No,1:No,,0.973
100,1:No,1:No,,0.985
101,1:No,1:No,,0.996
102,1:No,1:No,,0.936
103,1:No,1:No,,0.921
104,1:No,1:No,,0.938
105,1:No,1:No,,0.977
106,1:No,1:No,,0.943
107,1:No,1:No,,0.883
108,1:No,1:No,,0.758
109,1:No,1:No,,0.955
110,1:No,1:No,,0.985
111,1:No,1:No,,0.951
112,1:No,1:No,,0.784
113,1:No,1:No,,0.983
114,1:No,1:No,,0.993
115,1:No,1:No,,0.934
116,1:No,1:No,,0.865
117,1:No,1:No,,0.994
118,1:No,1:No,,0.966
119,1:No,1:No,,0.98
120,1:No,1:No,,0.857
121,1:No,1:No,,0.967
122,1:No,1:No,,0.811
123,1:No,1:No,,0.995
124,1:No,1:No,,0.968
125,1:No,1:No,,0.987
126,1:No,1:No,,0.979
127,1:No,1:No,,0.979
128,1:No,1:No,,0.998
129,1:No,1:No,,0.979
130,1:No,1:No,,0.993
131,1:No,1:No,,0.969
132,1:No,1:No,,0.776
133,1:No,1:No,,0.953
134,1:No,1:No,,0.825
135,1:No,1:No,,0.988
136,1:No,1:No,,0.977
137,1:No,1:No,,0.904
138,1:No,1:No,,0.852
139,1:No,1:No,,0.921
140,1:No,1:No,,0.978
141,1:No,1:No,,0.956
142,1:No,1:No,,0.975
143,1:No,1:No,,0.969
144,1:No,1:No,,0.95
145,1:No,1:No,,0.893
146,1:No,1:No,,0.992
147,1:No,1:No,,0.968
148,1:No,1:No,,0.876
149,1:No,1:No,,0.923
150,1:No,1:No,,0.976
151,1:No,1:No,,0.967
152,1:No,1:No,,0.867
153,1:No,1:No,,0.99
154,1:No,1:No,,0.945
155,1:No,1:No,,0.993
156,1:No,1:No,,0.924
157,1:No,1:No,,0.92
158,1:No,1:No,,0.987
159,1:No,1:No,,0.821
