

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.986
2,1:No,1:No,,0.987
3,1:No,1:No,,0.859
4,1:No,1:No,,0.987
5,1:No,1:No,,0.982
6,1:No,1:No,,0.95
7,1:No,1:No,,0.964
8,1:No,1:No,,0.942
9,1:No,1:No,,0.98
10,1:No,1:No,,0.941
11,1:No,1:No,,0.985
12,1:No,1:No,,0.928
13,1:No,1:No,,0.987
14,1:No,1:No,,0.988
15,1:No,1:No,,0.959
16,1:No,1:No,,0.989
17,1:No,1:No,,0.879
18,1:No,1:No,,0.929
19,1:No,1:No,,0.853
20,1:No,1:No,,0.969
21,1:No,1:No,,0.992
22,1:No,1:No,,0.949
23,1:No,1:No,,0.991
24,1:No,1:No,,0.958
25,1:No,1:No,,0.918
26,1:No,1:No,,0.937
27,1:No,1:No,,0.943
28,1:No,1:No,,0.94
29,1:No,1:No,,0.97
30,1:No,1:No,,0.99
31,1:No,1:No,,0.981
32,1:No,1:No,,0.955
33,1:No,1:No,,0.985
34,1:No,1:No,,0.908
35,1:No,1:No,,0.988
36,1:No,1:No,,0.979
37,1:No,1:No,,0.964
38,1:No,1:No,,0.966
39,1:No,1:No,,0.974
40,1:No,1:No,,0.966
41,1:No,1:No,,0.956
42,1:No,1:No,,0.993
43,1:No,1:No,,0.984
44,1:No,1:No,,0.993
45,1:No,1:No,,0.95
46,1:No,1:No,,0.98
47,1:No,1:No,,0.985
48,1:No,1:No,,0.99
49,1:No,1:No,,0.991
50,1:No,1:No,,0.939
51,1:No,1:No,,0.983
52,1:No,1:No,,0.888
53,1:No,1:No,,0.982
54,1:No,1:No,,0.974
55,1:No,1:No,,0.864
56,1:No,1:No,,0.844
57,1:No,1:No,,0.991
58,1:No,1:No,,0.976
59,1:No,1:No,,0.981
60,1:No,1:No,,0.921
61,1:No,1:No,,0.951
62,1:No,1:No,,0.975
63,1:No,1:No,,0.967
64,1:No,1:No,,0.946
65,1:No,1:No,,0.916
66,1:No,1:No,,0.949
67,1:No,1:No,,0.986
68,1:No,1:No,,0.901
69,1:No,1:No,,0.938
70,1:No,1:No,,0.711
71,1:No,1:No,,0.896
72,1:No,1:No,,0.976
73,1:No,1:No,,0.957
74,1:No,1:No,,0.93
75,1:No,1:No,,0.983
76,1:No,1:No,,0.975
77,1:No,1:No,,0.947
78,1:No,1:No,,0.899
79,1:No,1:No,,0.981
80,1:No,1:No,,0.781
81,1:No,1:No,,0.983
82,1:No,1:No,,0.946
83,1:No,1:No,,0.956
84,1:No,1:No,,0.905
85,1:No,1:No,,0.98
86,1:No,1:No,,0.986
87,1:No,1:No,,0.947
88,1:No,1:No,,0.733
89,1:No,1:No,,0.992
90,1:No,1:No,,0.984
91,1:No,1:No,,0.951
92,1:No,1:No,,0.966
93,1:No,1:No,,0.961
94,1:No,1:No,,0.989
95,1:No,1:No,,0.928
96,1:No,1:No,,0.97
97,1:No,1:No,,0.977
98,1:No,1:No,,0.941
99,1:No,1:No,,0.974
100,1:No,1:No,,0.973
101,1:No,1:No,,0.988
102,1:No,1:No,,0.942
103,1:No,1:No,,0.93
104,1:No,1:No,,0.944
105,1:No,1:No,,0.969
106,1:No,1:No,,0.948
107,1:No,1:No,,0.811
108,1:No,1:No,,0.73
109,1:No,1:No,,0.968
110,1:No,1:No,,0.983
111,1:No,1:No,,0.96
112,1:No,1:No,,0.769
113,1:No,1:No,,0.981
114,1:No,1:No,,0.984
115,1:No,1:No,,0.896
116,1:No,1:No,,0.901
117,1:No,1:No,,0.981
118,1:No,1:No,,0.973
119,1:No,1:No,,0.981
120,1:No,1:No,,0.79
121,1:No,1:No,,0.968
122,1:No,1:No,,0.761
123,1:No,1:No,,0.981
124,1:No,1:No,,0.96
125,1:No,1:No,,0.984
126,1:No,1:No,,0.966
127,1:No,1:No,,0.977
128,1:No,1:No,,0.993
129,1:No,1:No,,0.977
130,1:No,1:No,,0.987
131,1:No,1:No,,0.959
132,1:No,1:No,,0.75
133,1:No,1:No,,0.943
134,1:No,1:No,,0.829
135,1:No,1:No,,0.978
136,1:No,1:No,,0.973
137,1:No,1:No,,0.867
138,1:No,1:No,,0.855
139,1:No,1:No,,0.914
140,1:No,1:No,,0.974
141,1:No,1:No,,0.965
142,1:No,1:No,,0.968
143,1:No,1:No,,0.958
144,1:No,1:No,,0.946
145,1:No,1:No,,0.845
146,1:No,1:No,,0.981
147,1:No,1:No,,0.964
148,1:No,1:No,,0.888
149,1:No,1:No,,0.898
150,1:No,1:No,,0.969
151,1:No,1:No,,0.956
152,1:No,1:No,,0.9
153,1:No,1:No,,0.974
154,1:No,1:No,,0.952
