

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.998
2,1:No,1:No,,0.999
3,1:No,1:No,,0.941
4,1:No,1:No,,1
5,1:No,1:No,,0.998
6,1:No,1:No,,0.977
7,1:No,1:No,,0.991
8,1:No,1:No,,0.962
9,1:No,1:No,,0.996
10,1:No,1:No,,0.997
11,1:No,1:No,,0.999
12,1:No,1:No,,0.991
13,1:No,1:No,,1
14,1:No,1:No,,1
15,1:No,1:No,,0.999
16,1:No,1:No,,1
17,1:No,1:No,,0.902
18,1:No,1:No,,0.956
19,1:No,1:No,,0.881
20,1:No,1:No,,0.989
21,1:No,1:No,,1
22,1:No,1:No,,0.996
23,1:No,1:No,,0.998
24,1:No,1:No,,0.999
25,1:No,1:No,,0.99
26,1:No,1:No,,0.998
27,1:No,1:No,,0.988
28,1:No,1:No,,0.982
29,1:No,1:No,,0.992
30,1:No,1:No,,1
31,1:No,1:No,,0.999
32,1:No,1:No,,0.978
33,1:No,1:No,,0.998
34,1:No,1:No,,0.899
35,1:No,1:No,,1
36,1:No,1:No,,0.999
37,1:No,1:No,,0.999
38,1:No,1:No,,0.999
39,1:No,1:No,,0.994
40,1:No,1:No,,0.996
41,1:No,1:No,,0.998
42,1:No,1:No,,1
43,1:No,1:No,,1
44,1:No,1:No,,1
45,1:No,1:No,,0.98
46,1:No,1:No,,0.994
47,1:No,1:No,,0.999
48,1:No,1:No,,1
49,1:No,1:No,,1
50,1:No,1:No,,0.953
51,1:No,1:No,,1
52,1:No,1:No,,0.984
53,1:No,1:No,,0.997
54,1:No,1:No,,0.983
55,1:No,1:No,,0.976
56,1:No,1:No,,0.929
57,1:No,1:No,,1
58,1:No,1:No,,0.999
59,1:No,1:No,,1
60,1:No,1:No,,0.98
61,1:No,1:No,,0.98
62,1:No,1:No,,0.999
63,1:No,1:No,,0.994
64,1:No,1:No,,0.949
65,1:No,1:No,,0.978
66,1:No,1:No,,0.979
67,1:No,1:No,,0.999
68,1:No,1:No,,0.956
69,1:No,1:No,,0.919
70,1:No,1:No,,0.732
71,1:No,1:No,,0.998
72,1:No,1:No,,0.999
73,1:No,1:No,,0.971
74,1:No,1:No,,0.955
75,1:No,1:No,,1
76,1:No,1:No,,0.999
77,1:No,1:No,,0.961
78,1:No,1:No,,0.967
79,1:No,1:No,,0.997
80,1:No,1:No,,0.977
81,1:No,1:No,,1
82,1:No,1:No,,0.99
83,1:No,1:No,,0.999
84,1:No,1:No,,0.982
85,1:No,1:No,,0.998
86,1:No,1:No,,1
87,1:No,1:No,,0.974
88,1:No,1:No,,0.709
89,1:No,1:No,,1
90,1:No,1:No,,1
91,1:No,1:No,,0.996
92,1:No,1:No,,0.995
93,1:No,1:No,,0.986
94,1:No,1:No,,1
95,1:No,1:No,,0.979
96,1:No,1:No,,0.999
97,1:No,1:No,,0.999
98,1:No,1:No,,0.955
99,1:No,1:No,,0.996
100,1:No,1:No,,0.999
101,1:No,1:No,,1
102,1:No,1:No,,0.983
103,1:No,1:No,,0.968
104,1:No,1:No,,0.964
105,1:No,1:No,,0.986
106,1:No,1:No,,0.987
107,1:No,1:No,,0.992
108,1:No,1:No,,0.782
109,1:No,1:No,,0.989
110,1:No,1:No,,0.997
111,1:No,1:No,,0.988
112,1:No,1:No,,0.759
113,1:No,1:No,,1
114,1:No,1:No,,1
115,1:No,1:No,,0.972
116,1:No,1:No,,0.909
117,1:No,1:No,,1
118,1:No,1:No,,0.987
119,1:No,1:No,,0.999
120,1:No,1:No,,0.953
121,1:No,1:No,,0.994
122,1:No,1:No,,0.824
123,1:No,1:No,,1
124,1:No,1:No,,0.993
125,1:No,1:No,,0.998
126,1:No,1:No,,0.999
127,1:No,1:No,,1
128,1:No,1:No,,1
129,1:No,1:No,,0.996
130,1:No,1:No,,1
131,1:No,1:No,,0.998
132,1:No,1:No,,0.777
133,1:No,1:No,,0.992
134,1:No,1:No,,0.891
135,1:No,1:No,,0.999
136,1:No,1:No,,0.995
137,1:No,1:No,,0.955
138,1:No,1:No,,0.942
139,1:No,1:No,,0.973
140,1:No,1:No,,0.991
141,1:No,1:No,,0.995
142,1:No,1:No,,0.999
143,1:No,1:No,,0.997
144,1:No,1:No,,0.984
145,1:No,1:No,,0.971
146,1:No,1:No,,0.999
147,1:No,1:No,,0.997
148,1:No,1:No,,0.893
149,1:No,1:No,,0.994
150,1:No,1:No,,0.999
151,1:No,1:No,,0.997
152,1:No,1:No,,0.889
153,1:No,1:No,,0.999
154,1:No,1:No,,0.998
155,1:No,1:No,,1
156,1:No,1:No,,0.946
157,1:No,1:No,,0.972
158,1:No,1:No,,0.999
159,1:No,1:No,,0.929
160,1:No,1:No,,1
161,1:No,1:No,,0.834
162,1:No,1:No,,0.992
163,1:No,1:No,,0.952
164,1:No,1:No,,0.962
165,1:No,1:No,,1
166,1:No,1:No,,0.991
167,1:No,1:No,,0.979
168,1:No,1:No,,0.979
169,1:No,1:No,,0.966
170,1:No,1:No,,0.96
171,1:No,1:No,,0.981
172,1:No,1:No,,0.947
173,1:No,1:No,,0.999
174,1:No,1:No,,0.973
175,1:No,1:No,,0.998
176,1:No,1:No,,0.999
177,1:No,1:No,,0.999
178,1:No,1:No,,0.992
179,1:No,1:No,,0.957
180,1:No,1:No,,0.981
181,1:No,1:No,,1
182,1:No,1:No,,0.992
183,1:No,1:No,,0.996
184,1:No,1:No,,0.999
185,1:No,1:No,,0.989
186,1:No,1:No,,1
187,1:No,1:No,,0.933
188,1:No,1:No,,1
189,1:No,1:No,,0.998
190,1:No,1:No,,0.984
191,1:No,1:No,,0.931
192,1:No,1:No,,0.961
193,1:No,1:No,,0.981
194,1:No,1:No,,0.976
195,1:No,1:No,,0.919
196,1:No,1:No,,0.999
197,1:No,1:No,,1
198,1:No,1:No,,0.998
199,1:No,1:No,,0.863
200,1:No,1:No,,0.939
201,1:No,1:No,,1
202,1:No,1:No,,0.955
203,1:No,1:No,,1
204,1:No,1:No,,1
205,1:No,1:No,,1
