

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.975
2,1:No,1:No,,0.966
3,1:No,1:No,,0.878
4,1:No,1:No,,0.975
5,1:No,1:No,,0.973
6,1:No,1:No,,0.952
7,1:No,1:No,,0.95
8,1:No,1:No,,0.948
9,1:No,1:No,,0.97
10,1:No,1:No,,0.952
11,1:No,1:No,,0.974
12,1:No,1:No,,0.944
13,1:No,1:No,,0.97
14,1:No,1:No,,0.974
15,1:No,1:No,,0.936
16,1:No,1:No,,0.97
17,1:No,1:No,,0.897
18,1:No,1:No,,0.929
19,1:No,1:No,,0.884
20,1:No,1:No,,0.958
21,1:No,1:No,,0.978
22,1:No,1:No,,0.96
23,1:No,1:No,,0.981
24,1:No,1:No,,0.934
25,1:No,1:No,,0.911
26,1:No,1:No,,0.921
27,1:No,1:No,,0.951
28,1:No,1:No,,0.934
29,1:No,1:No,,0.95
30,1:No,1:No,,0.976
31,1:No,1:No,,0.965
32,1:No,1:No,,0.939
33,1:No,1:No,,0.973
34,1:No,1:No,,0.905
35,1:No,1:No,,0.976
36,1:No,1:No,,0.955
37,1:No,1:No,,0.945
38,1:No,1:No,,0.936
39,1:No,1:No,,0.961
40,1:No,1:No,,0.955
41,1:No,1:No,,0.93
42,1:No,1:No,,0.981
43,1:No,1:No,,0.967
44,1:No,1:No,,0.982
45,1:No,1:No,,0.907
46,1:No,1:No,,0.975
47,1:No,1:No,,0.964
48,1:No,1:No,,0.979
49,1:No,1:No,,0.985
50,1:No,1:No,,0.93
51,1:No,1:No,,0.97
52,1:No,1:No,,0.867
53,1:No,1:No,,0.974
54,1:No,1:No,,0.96
55,1:No,1:No,,0.903
56,1:No,1:No,,0.851
57,1:No,1:No,,0.98
58,1:No,1:No,,0.966
59,1:No,1:No,,0.963
60,1:No,1:No,,0.926
61,1:No,1:No,,0.936
62,1:No,1:No,,0.952
63,1:No,1:No,,0.953
64,1:No,1:No,,0.942
65,1:No,1:No,,0.93
66,1:No,1:No,,0.928
67,1:No,1:No,,0.973
68,1:No,1:No,,0.912
69,1:No,1:No,,0.893
70,1:No,1:No,,0.667
71,1:No,1:No,,0.901
72,1:No,1:No,,0.958
73,1:No,1:No,,0.948
74,1:No,1:No,,0.944
75,1:No,1:No,,0.971
76,1:No,1:No,,0.954
77,1:No,1:No,,0.93
78,1:No,1:No,,0.918
79,1:No,1:No,,0.966
80,1:No,1:No,,0.724
81,1:No,1:No,,0.978
82,1:No,1:No,,0.93
83,1:No,1:No,,0.94
84,1:No,1:No,,0.917
85,1:No,1:No,,0.967
86,1:No,1:No,,0.97
87,1:No,1:No,,0.933
88,1:No,1:No,,0.725
89,1:No,1:No,,0.978
90,1:No,1:No,,0.969
91,1:No,1:No,,0.936
92,1:No,1:No,,0.964
93,1:No,1:No,,0.951
94,1:No,1:No,,0.977
95,1:No,1:No,,0.902
96,1:No,1:No,,0.95
97,1:No,1:No,,0.95
98,1:No,1:No,,0.932
99,1:No,1:No,,0.959
100,1:No,1:No,,0.949
101,1:No,1:No,,0.978
102,1:No,1:No,,0.954
103,1:No,1:No,,0.924
104,1:No,1:No,,0.929
105,1:No,1:No,,0.951
106,1:No,1:No,,0.936
107,1:No,1:No,,0.805
108,1:No,1:No,,0.686
109,1:No,1:No,,0.95
110,1:No,1:No,,0.972
111,1:No,1:No,,0.945
112,1:No,1:No,,0.75
113,1:No,1:No,,0.965
114,1:No,1:No,,0.972
115,1:No,1:No,,0.899
116,1:No,1:No,,0.91
117,1:No,1:No,,0.968
118,1:No,1:No,,0.956
119,1:No,1:No,,0.977
120,1:No,1:No,,0.737
121,1:No,1:No,,0.957
122,1:No,1:No,,0.749
123,1:No,1:No,,0.966
124,1:No,1:No,,0.958
125,1:No,1:No,,0.973
126,1:No,1:No,,0.934
127,1:No,1:No,,0.957
128,1:No,1:No,,0.983
129,1:No,1:No,,0.96
130,1:No,1:No,,0.969
131,1:No,1:No,,0.912
132,1:No,1:No,,0.737
133,1:No,1:No,,0.909
134,1:No,1:No,,0.862
135,1:No,1:No,,0.962
136,1:No,1:No,,0.955
137,1:No,1:No,,0.862
138,1:No,1:No,,0.9
139,1:No,1:No,,0.923
140,1:No,1:No,,0.961
141,1:No,1:No,,0.934
142,1:No,1:No,,0.947
143,1:No,1:No,,0.935
144,1:No,1:No,,0.948
145,1:No,1:No,,0.811
146,1:No,1:No,,0.966
147,1:No,1:No,,0.963
148,1:No,1:No,,0.871
149,1:No,1:No,,0.896
150,1:No,1:No,,0.947
151,1:No,1:No,,0.935
152,1:No,1:No,,0.89
153,1:No,1:No,,0.957
154,1:No,1:No,,0.934
155,1:No,1:No,,0.973
156,1:No,1:No,,0.903
157,1:No,1:No,,0.937
158,1:No,1:No,,0.948
159,1:No,1:No,,0.864
160,1:No,1:No,,0.962
161,1:No,1:No,,0.82
162,1:No,1:No,,0.927
163,1:No,1:No,,0.79
164,1:No,1:No,,0.926
165,1:No,1:No,,0.978
166,1:No,1:No,,0.948
167,1:No,1:No,,0.937
168,1:No,1:No,,0.946
169,1:No,1:No,,0.918
170,1:No,1:No,,0.923
171,1:No,1:No,,0.934
172,1:No,1:No,,0.925
173,1:No,1:No,,0.95
174,1:No,1:No,,0.95
175,1:No,1:No,,0.938
176,1:No,1:No,,0.955
177,1:No,1:No,,0.948
178,1:No,1:No,,0.924
179,1:No,1:No,,0.926
180,1:No,1:No,,0.916
181,1:No,1:No,,0.983
182,1:No,1:No,,0.957
183,1:No,1:No,,0.904
184,1:No,1:No,,0.963
185,1:No,1:No,,0.972
186,1:No,1:No,,0.964
187,1:No,1:No,,0.831
188,1:No,1:No,,0.968
189,1:No,1:No,,0.961
190,1:No,1:No,,0.927
191,1:No,1:No,,0.892
192,1:No,1:No,,0.929
193,1:No,1:No,,0.911
194,1:No,1:No,,0.921
195,1:No,1:No,,0.916
196,1:No,1:No,,0.965
197,1:No,1:No,,0.974
198,1:No,1:No,,0.958
199,1:No,1:No,,0.816
200,1:No,1:No,,0.923
201,1:No,1:No,,0.974
202,1:No,1:No,,0.843
203,1:No,1:No,,0.98
204,1:No,1:No,,0.986
205,1:No,1:No,,0.987
206,1:No,1:No,,0.915
207,1:No,1:No,,0.904
208,1:No,1:No,,0.952
209,1:No,1:No,,0.947
210,1:No,1:No,,0.939
211,1:No,1:No,,0.859
212,1:No,1:No,,0.852
213,1:No,1:No,,0.941
214,1:No,1:No,,0.956
215,1:No,1:No,,0.946
216,1:No,1:No,,0.97
217,1:No,1:No,,0.948
218,1:No,1:No,,0.959
219,1:No,1:No,,0.919
220,1:No,1:No,,0.971
221,1:No,1:No,,0.966
222,1:No,1:No,,0.9
223,1:No,1:No,,0.953
224,1:No,1:No,,0.941
225,1:No,1:No,,0.96
226,1:No,1:No,,0.947
227,1:No,1:No,,0.962
228,1:No,1:No,,0.947
229,1:No,1:No,,0.939
230,1:No,1:No,,0.91
231,1:No,1:No,,0.938
232,1:No,1:No,,0.864
233,1:No,1:No,,0.99
234,1:No,1:No,,0.925
235,1:No,1:No,,0.868
236,1:No,1:No,,0.951
237,1:No,1:No,,0.977
238,1:No,1:No,,0.907
239,1:No,1:No,,0.957
240,1:No,1:No,,0.976
241,1:No,1:No,,0.949
242,1:No,1:No,,0.965
243,1:No,1:No,,0.963
244,1:No,1:No,,0.951
245,1:No,1:No,,0.897
246,1:No,1:No,,0.98
247,1:No,1:No,,0.935
248,1:No,1:No,,0.98
249,1:No,1:No,,0.948
250,1:No,1:No,,0.896
251,1:No,1:No,,0.721
252,1:No,1:No,,0.972
253,1:No,1:No,,0.898
254,1:No,1:No,,0.951
255,1:No,1:No,,0.931
256,1:No,1:No,,0.915
257,1:No,1:No,,0.951
258,1:No,1:No,,0.95
259,1:No,1:No,,0.868
260,1:No,1:No,,0.704
261,1:No,1:No,,0.943
262,1:No,1:No,,0.953
263,1:No,1:No,,0.967
264,1:No,1:No,,0.962
265,1:No,1:No,,0.947
266,1:No,1:No,,0.956
267,1:No,1:No,,0.961
268,1:No,1:No,,0.973
269,1:No,1:No,,0.896
270,1:No,1:No,,0.843
271,1:No,1:No,,0.931
272,1:No,1:No,,0.966
273,1:No,1:No,,0.971
274,1:No,1:No,,0.963
275,1:No,1:No,,0.94
276,1:No,1:No,,0.882
277,1:No,1:No,,0.948
278,1:No,1:No,,0.971
279,1:No,1:No,,0.954
280,1:No,1:No,,0.965
281,1:No,1:No,,0.963
282,1:No,1:No,,0.949
283,1:No,1:No,,0.806
284,1:No,1:No,,0.961
285,1:No,1:No,,0.962
286,1:No,1:No,,0.931
287,1:No,1:No,,0.954
288,1:No,1:No,,0.96
289,1:No,1:No,,0.959
290,1:No,1:No,,0.869
291,1:No,1:No,,0.98
292,1:No,1:No,,0.955
293,1:No,1:No,,0.967
294,1:No,1:No,,0.897
295,1:No,1:No,,0.976
296,1:No,1:No,,0.931
297,1:No,1:No,,0.919
298,1:No,1:No,,0.967
299,1:No,1:No,,0.895
300,1:No,1:No,,0.969
301,1:No,1:No,,0.89
302,1:No,1:No,,0.865
303,1:No,1:No,,0.946
304,1:No,1:No,,0.964
305,1:No,1:No,,0.913
306,1:No,1:No,,0.956
307,1:No,1:No,,0.855
308,1:No,1:No,,0.917
309,1:No,1:No,,0.782
310,1:No,1:No,,0.978
311,1:No,1:No,,0.95
312,1:No,1:No,,0.959
313,1:No,1:No,,0.766
314,1:No,1:No,,0.942
315,1:No,1:No,,0.923
316,1:No,1:No,,0.97
317,1:No,1:No,,0.96
318,1:No,1:No,,0.636
319,1:No,1:No,,0.974
320,1:No,1:No,,0.807
321,1:No,1:No,,0.847
322,1:No,1:No,,0.937
323,1:No,1:No,,0.915
324,1:No,1:No,,0.958
325,1:No,1:No,,0.944
326,1:No,1:No,,0.922
327,1:No,1:No,,0.976
328,1:No,1:No,,0.918
329,1:No,1:No,,0.955
330,1:No,1:No,,0.963
331,1:No,1:No,,0.726
332,1:No,1:No,,0.926
333,1:No,1:No,,0.983
334,1:No,1:No,,0.922
335,1:No,1:No,,0.936
336,1:No,1:No,,0.976
337,1:No,1:No,,0.949
338,1:No,1:No,,0.948
339,1:No,1:No,,0.866
340,1:No,1:No,,0.842
341,1:No,1:No,,0.841
342,1:No,1:No,,0.86
343,1:No,1:No,,0.871
344,1:No,1:No,,0.937
345,1:No,1:No,,0.925
346,1:No,1:No,,0.967
347,1:No,1:No,,0.961
348,1:No,1:No,,0.966
349,1:No,1:No,,0.942
350,1:No,1:No,,0.871
351,1:No,1:No,,0.93
352,1:No,1:No,,0.821
353,1:No,1:No,,0.914
354,1:No,1:No,,0.942
355,1:No,1:No,,0.796
356,1:No,1:No,,0.949
357,1:No,1:No,,0.94
358,1:No,1:No,,0.952
359,1:No,1:No,,0.965
360,1:No,1:No,,0.973
361,1:No,1:No,,0.918
362,1:No,1:No,,0.961
363,1:No,1:No,,0.702
364,1:No,1:No,,0.948
365,1:No,1:No,,0.968
366,1:No,1:No,,0.925
367,1:No,1:No,,0.965
368,1:No,1:No,,0.869
369,1:No,1:No,,0.97
370,1:No,1:No,,0.9
371,1:No,1:No,,0.868
372,1:No,1:No,,0.968
373,1:No,1:No,,0.962
374,1:No,1:No,,0.916
375,1:No,1:No,,0.737
376,1:No,1:No,,0.934
377,1:No,1:No,,0.92
378,1:No,1:No,,0.932
379,1:No,1:No,,0.833
380,1:No,1:No,,0.927
381,1:No,1:No,,0.899
382,1:No,1:No,,0.899
383,1:No,1:No,,0.956
384,1:No,1:No,,0.98
385,1:No,1:No,,0.952
386,1:No,1:No,,0.935
387,1:No,1:No,,0.94
388,1:No,1:No,,0.889
389,1:No,1:No,,0.955
390,1:No,1:No,,0.969
391,1:No,1:No,,0.921
392,1:No,1:No,,0.751
393,1:No,1:No,,0.939
394,1:No,1:No,,0.94
395,1:No,1:No,,0.927
396,1:No,1:No,,0.923
397,1:No,1:No,,0.876
398,1:No,1:No,,0.907
399,1:No,1:No,,0.979
400,1:No,1:No,,0.949
401,1:No,1:No,,0.973
402,1:No,1:No,,0.963
403,1:No,1:No,,0.956
404,1:No,1:No,,0.933
405,1:No,1:No,,0.962
406,1:No,1:No,,0.957
407,1:No,1:No,,0.959
408,1:No,1:No,,0.947
409,1:No,1:No,,0.963
410,1:No,1:No,,0.96
411,1:No,1:No,,0.964
412,1:No,1:No,,0.931
413,1:No,1:No,,0.917
414,1:No,1:No,,0.927
415,1:No,1:No,,0.975
416,1:No,1:No,,0.951
417,1:No,1:No,,0.949
418,1:No,1:No,,0.933
419,1:No,1:No,,0.936
420,1:No,1:No,,0.969
421,1:No,1:No,,0.967
422,1:No,1:No,,0.95
423,1:No,1:No,,0.972
424,1:No,1:No,,0.899
425,1:No,1:No,,0.941
426,1:No,1:No,,0.982
427,1:No,1:No,,0.943
428,1:No,1:No,,0.911
429,1:No,1:No,,0.949
430,1:No,1:No,,0.962
431,1:No,1:No,,0.911
432,1:No,1:No,,0.968
433,1:No,1:No,,0.976
434,1:No,1:No,,0.911
435,1:No,1:No,,0.966
436,1:No,1:No,,0.958
437,1:No,1:No,,0.968
438,1:No,1:No,,0.972
439,1:No,1:No,,0.955
440,1:No,1:No,,0.909
441,1:No,1:No,,0.903
442,1:No,1:No,,0.806
443,1:No,1:No,,0.976
444,1:No,1:No,,0.965
445,1:No,1:No,,0.967
446,1:No,1:No,,0.954
447,1:No,1:No,,0.97
448,1:No,1:No,,0.864
449,1:No,1:No,,0.928
450,1:No,1:No,,0.985
451,1:No,1:No,,0.973
452,1:No,1:No,,0.975
453,1:No,1:No,,0.968
454,1:No,1:No,,0.942
