

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.981
2,1:No,1:No,,0.975
3,1:No,1:No,,0.871
4,1:No,1:No,,0.982
5,1:No,1:No,,0.978
6,1:No,1:No,,0.955
7,1:No,1:No,,0.955
8,1:No,1:No,,0.953
9,1:No,1:No,,0.978
10,1:No,1:No,,0.952
11,1:No,1:No,,0.979
12,1:No,1:No,,0.944
13,1:No,1:No,,0.976
14,1:No,1:No,,0.98
15,1:No,1:No,,0.943
16,1:No,1:No,,0.978
17,1:No,1:No,,0.894
18,1:No,1:No,,0.934
19,1:No,1:No,,0.882
20,1:No,1:No,,0.962
21,1:No,1:No,,0.982
22,1:No,1:No,,0.962
23,1:No,1:No,,0.986
24,1:No,1:No,,0.94
25,1:No,1:No,,0.911
26,1:No,1:No,,0.927
27,1:No,1:No,,0.951
28,1:No,1:No,,0.935
29,1:No,1:No,,0.958
30,1:No,1:No,,0.982
31,1:No,1:No,,0.97
32,1:No,1:No,,0.941
33,1:No,1:No,,0.978
34,1:No,1:No,,0.908
35,1:No,1:No,,0.981
36,1:No,1:No,,0.964
37,1:No,1:No,,0.951
38,1:No,1:No,,0.945
39,1:No,1:No,,0.964
40,1:No,1:No,,0.958
41,1:No,1:No,,0.937
42,1:No,1:No,,0.987
43,1:No,1:No,,0.97
44,1:No,1:No,,0.987
45,1:No,1:No,,0.921
46,1:No,1:No,,0.979
47,1:No,1:No,,0.974
48,1:No,1:No,,0.982
49,1:No,1:No,,0.986
50,1:No,1:No,,0.934
51,1:No,1:No,,0.973
52,1:No,1:No,,0.879
53,1:No,1:No,,0.977
54,1:No,1:No,,0.966
55,1:No,1:No,,0.892
56,1:No,1:No,,0.845
57,1:No,1:No,,0.983
58,1:No,1:No,,0.965
59,1:No,1:No,,0.969
60,1:No,1:No,,0.924
61,1:No,1:No,,0.941
62,1:No,1:No,,0.96
63,1:No,1:No,,0.958
64,1:No,1:No,,0.947
65,1:No,1:No,,0.927
66,1:No,1:No,,0.935
67,1:No,1:No,,0.98
68,1:No,1:No,,0.915
69,1:No,1:No,,0.909
70,1:No,1:No,,0.668
71,1:No,1:No,,0.892
72,1:No,1:No,,0.962
73,1:No,1:No,,0.955
74,1:No,1:No,,0.943
75,1:No,1:No,,0.973
76,1:No,1:No,,0.961
77,1:No,1:No,,0.935
78,1:No,1:No,,0.91
79,1:No,1:No,,0.972
80,1:No,1:No,,0.732
81,1:No,1:No,,0.977
82,1:No,1:No,,0.936
83,1:No,1:No,,0.945
84,1:No,1:No,,0.912
85,1:No,1:No,,0.971
86,1:No,1:No,,0.973
87,1:No,1:No,,0.936
88,1:No,1:No,,0.707
89,1:No,1:No,,0.985
90,1:No,1:No,,0.975
91,1:No,1:No,,0.94
92,1:No,1:No,,0.968
93,1:No,1:No,,0.958
94,1:No,1:No,,0.982
95,1:No,1:No,,0.908
96,1:No,1:No,,0.954
97,1:No,1:No,,0.958
98,1:No,1:No,,0.938
99,1:No,1:No,,0.962
100,1:No,1:No,,0.957
101,1:No,1:No,,0.979
102,1:No,1:No,,0.958
103,1:No,1:No,,0.923
104,1:No,1:No,,0.935
105,1:No,1:No,,0.955
106,1:No,1:No,,0.942
107,1:No,1:No,,0.787
108,1:No,1:No,,0.691
109,1:No,1:No,,0.955
110,1:No,1:No,,0.979
111,1:No,1:No,,0.947
112,1:No,1:No,,0.741
113,1:No,1:No,,0.97
114,1:No,1:No,,0.975
115,1:No,1:No,,0.9
116,1:No,1:No,,0.912
117,1:No,1:No,,0.971
118,1:No,1:No,,0.963
119,1:No,1:No,,0.98
120,1:No,1:No,,0.745
121,1:No,1:No,,0.962
122,1:No,1:No,,0.737
123,1:No,1:No,,0.968
124,1:No,1:No,,0.962
125,1:No,1:No,,0.979
126,1:No,1:No,,0.941
127,1:No,1:No,,0.963
128,1:No,1:No,,0.985
129,1:No,1:No,,0.967
130,1:No,1:No,,0.977
131,1:No,1:No,,0.928
132,1:No,1:No,,0.722
133,1:No,1:No,,0.919
134,1:No,1:No,,0.85
135,1:No,1:No,,0.965
136,1:No,1:No,,0.961
137,1:No,1:No,,0.863
138,1:No,1:No,,0.888
139,1:No,1:No,,0.921
140,1:No,1:No,,0.964
141,1:No,1:No,,0.946
142,1:No,1:No,,0.954
143,1:No,1:No,,0.942
144,1:No,1:No,,0.95
145,1:No,1:No,,0.817
146,1:No,1:No,,0.971
147,1:No,1:No,,0.964
148,1:No,1:No,,0.877
149,1:No,1:No,,0.898
150,1:No,1:No,,0.955
151,1:No,1:No,,0.941
152,1:No,1:No,,0.894
153,1:No,1:No,,0.959
154,1:No,1:No,,0.94
155,1:No,1:No,,0.978
156,1:No,1:No,,0.901
157,1:No,1:No,,0.935
158,1:No,1:No,,0.951
159,1:No,1:No,,0.863
160,1:No,1:No,,0.965
161,1:No,1:No,,0.805
162,1:No,1:No,,0.938
163,1:No,1:No,,0.788
164,1:No,1:No,,0.92
165,1:No,1:No,,0.981
166,1:No,1:No,,0.948
167,1:No,1:No,,0.94
168,1:No,1:No,,0.952
169,1:No,1:No,,0.918
170,1:No,1:No,,0.926
171,1:No,1:No,,0.939
172,1:No,1:No,,0.925
173,1:No,1:No,,0.959
174,1:No,1:No,,0.953
175,1:No,1:No,,0.944
176,1:No,1:No,,0.963
177,1:No,1:No,,0.953
178,1:No,1:No,,0.924
179,1:No,1:No,,0.926
180,1:No,1:No,,0.916
181,1:No,1:No,,0.985
182,1:No,1:No,,0.96
183,1:No,1:No,,0.895
184,1:No,1:No,,0.971
185,1:No,1:No,,0.976
186,1:No,1:No,,0.969
187,1:No,1:No,,0.821
188,1:No,1:No,,0.973
189,1:No,1:No,,0.966
190,1:No,1:No,,0.923
191,1:No,1:No,,0.884
192,1:No,1:No,,0.933
193,1:No,1:No,,0.919
194,1:No,1:No,,0.924
195,1:No,1:No,,0.906
196,1:No,1:No,,0.973
197,1:No,1:No,,0.976
198,1:No,1:No,,0.957
199,1:No,1:No,,0.807
200,1:No,1:No,,0.922
201,1:No,1:No,,0.98
202,1:No,1:No,,0.828
203,1:No,1:No,,0.984
204,1:No,1:No,,0.989
205,1:No,1:No,,0.99
206,1:No,1:No,,0.923
207,1:No,1:No,,0.899
208,1:No,1:No,,0.954
209,1:No,1:No,,0.952
210,1:No,1:No,,0.942
211,1:No,1:No,,0.846
212,1:No,1:No,,0.85
213,1:No,1:No,,0.946
214,1:No,1:No,,0.966
215,1:No,1:No,,0.956
216,1:No,1:No,,0.975
217,1:No,1:No,,0.955
218,1:No,1:No,,0.964
219,1:No,1:No,,0.922
220,1:No,1:No,,0.978
221,1:No,1:No,,0.974
222,1:No,1:No,,0.892
223,1:No,1:No,,0.956
224,1:No,1:No,,0.947
225,1:No,1:No,,0.966
226,1:No,1:No,,0.956
227,1:No,1:No,,0.968
228,1:No,1:No,,0.951
229,1:No,1:No,,0.944
230,1:No,1:No,,0.901
231,1:No,1:No,,0.947
232,1:No,1:No,,0.849
233,1:No,1:No,,0.994
234,1:No,1:No,,0.921
235,1:No,1:No,,0.852
236,1:No,1:No,,0.955
237,1:No,1:No,,0.985
238,1:No,1:No,,0.914
239,1:No,1:No,,0.961
240,1:No,1:No,,0.98
241,1:No,1:No,,0.957
242,1:No,1:No,,0.969
243,1:No,1:No,,0.967
244,1:No,1:No,,0.96
245,1:No,1:No,,0.906
246,1:No,1:No,,0.985
247,1:No,1:No,,0.938
248,1:No,1:No,,0.985
249,1:No,1:No,,0.951
250,1:No,1:No,,0.881
251,1:No,1:No,,0.718
252,1:No,1:No,,0.975
253,1:No,1:No,,0.887
254,1:No,1:No,,0.959
255,1:No,1:No,,0.932
256,1:No,1:No,,0.923
257,1:No,1:No,,0.956
258,1:No,1:No,,0.959
259,1:No,1:No,,0.854
260,1:No,1:No,,0.697
261,1:No,1:No,,0.94
262,1:No,1:No,,0.959
263,1:No,1:No,,0.967
264,1:No,1:No,,0.968
265,1:No,1:No,,0.946
266,1:No,1:No,,0.96
267,1:No,1:No,,0.973
268,1:No,1:No,,0.979
269,1:No,1:No,,0.884
270,1:No,1:No,,0.845
271,1:No,1:No,,0.936
272,1:No,1:No,,0.97
273,1:No,1:No,,0.974
274,1:No,1:No,,0.97
275,1:No,1:No,,0.947
276,1:No,1:No,,0.884
277,1:No,1:No,,0.956
278,1:No,1:No,,0.976
279,1:No,1:No,,0.963
280,1:No,1:No,,0.97
281,1:No,1:No,,0.97
282,1:No,1:No,,0.957
283,1:No,1:No,,0.791
284,1:No,1:No,,0.966
285,1:No,1:No,,0.971
286,1:No,1:No,,0.941
287,1:No,1:No,,0.956
288,1:No,1:No,,0.963
289,1:No,1:No,,0.964
290,1:No,1:No,,0.875
291,1:No,1:No,,0.985
292,1:No,1:No,,0.96
293,1:No,1:No,,0.972
294,1:No,1:No,,0.898
295,1:No,1:No,,0.984
296,1:No,1:No,,0.94
297,1:No,1:No,,0.911
298,1:No,1:No,,0.971
299,1:No,1:No,,0.9
300,1:No,1:No,,0.974
301,1:No,1:No,,0.891
302,1:No,1:No,,0.86
303,1:No,1:No,,0.95
304,1:No,1:No,,0.969
305,1:No,1:No,,0.911
306,1:No,1:No,,0.961
307,1:No,1:No,,0.838
308,1:No,1:No,,0.92
309,1:No,1:No,,0.767
310,1:No,1:No,,0.984
311,1:No,1:No,,0.956
312,1:No,1:No,,0.965
313,1:No,1:No,,0.774
314,1:No,1:No,,0.95
315,1:No,1:No,,0.934
316,1:No,1:No,,0.977
317,1:No,1:No,,0.967
318,1:No,1:No,,0.659
319,1:No,1:No,,0.98
320,1:No,1:No,,0.793
321,1:No,1:No,,0.84
322,1:No,1:No,,0.943
323,1:No,1:No,,0.925
324,1:No,1:No,,0.968
325,1:No,1:No,,0.953
326,1:No,1:No,,0.919
327,1:No,1:No,,0.982
328,1:No,1:No,,0.92
329,1:No,1:No,,0.963
330,1:No,1:No,,0.966
331,1:No,1:No,,0.724
332,1:No,1:No,,0.927
333,1:No,1:No,,0.985
334,1:No,1:No,,0.921
335,1:No,1:No,,0.939
336,1:No,1:No,,0.975
337,1:No,1:No,,0.954
338,1:No,1:No,,0.956
339,1:No,1:No,,0.851
340,1:No,1:No,,0.846
341,1:No,1:No,,0.822
342,1:No,1:No,,0.865
343,1:No,1:No,,0.865
344,1:No,1:No,,0.943
345,1:No,1:No,,0.936
346,1:No,1:No,,0.971
347,1:No,1:No,,0.97
348,1:No,1:No,,0.969
349,1:No,1:No,,0.943
350,1:No,1:No,,0.869
351,1:No,1:No,,0.94
352,1:No,1:No,,0.829
353,1:No,1:No,,0.905
354,1:No,1:No,,0.943
355,1:No,1:No,,0.804
356,1:No,1:No,,0.956
357,1:No,1:No,,0.941
358,1:No,1:No,,0.953
359,1:No,1:No,,0.974
360,1:No,1:No,,0.976
361,1:No,1:No,,0.923
362,1:No,1:No,,0.963
363,1:No,1:No,,0.699
364,1:No,1:No,,0.957
365,1:No,1:No,,0.97
366,1:No,1:No,,0.936
