@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
63,0,684,0,1,1,0.084337,1,0.915663,0.155556,1,1,0
63,0,683,1,0.998538,1,0.08445,1,0.91555,0.155748,0.998661,1.00134,0
63,0,682,2,0.997076,1,0.084564,1,0.915436,0.155941,0.997323,1.002685,0
63,0,681,3,0.995614,1,0.084677,1,0.915323,0.156134,0.995984,1.004032,0
63,0,680,4,0.994152,1,0.084791,1,0.915209,0.156328,0.994645,1.005384,0
63,0,679,5,0.99269,1,0.084906,1,0.915094,0.156522,0.993307,1.006739,0
63,0,678,6,0.991228,1,0.08502,1,0.91498,0.156716,0.991968,1.008097,0
63,0,677,7,0.989766,1,0.085135,1,0.914865,0.156912,0.990629,1.009459,0
63,0,676,8,0.988304,1,0.08525,1,0.91475,0.157107,0.98929,1.010825,0
62,1,676,8,0.988304,0.984127,0.084011,0.984127,0.915989,0.154806,0.987952,0.996129,0
62,1,675,9,0.986842,0.984127,0.084125,0.984127,0.915875,0.155,0.986613,0.99748,0
62,1,674,10,0.98538,0.984127,0.084239,0.984127,0.915761,0.155194,0.985274,0.998835,0
62,1,673,11,0.983918,0.984127,0.084354,0.984127,0.915646,0.155388,0.983936,1.000194,0
62,1,672,12,0.982456,0.984127,0.084469,0.984127,0.915531,0.155583,0.982597,1.001557,0
62,1,671,13,0.980994,0.984127,0.084584,0.984127,0.915416,0.155779,0.981258,1.002923,0
62,1,670,14,0.979532,0.984127,0.084699,0.984127,0.915301,0.155975,0.97992,1.004294,0
62,1,669,15,0.97807,0.984127,0.084815,0.984127,0.915185,0.156171,0.978581,1.005667,0
61,2,669,15,0.97807,0.968254,0.083562,0.968254,0.916438,0.153846,0.977242,0.990802,0
61,2,668,16,0.976608,0.968254,0.083676,0.968254,0.916324,0.15404,0.975904,0.992161,0
61,2,667,17,0.975146,0.968254,0.083791,0.968254,0.916209,0.154235,0.974565,0.993524,0
61,2,666,18,0.973684,0.968254,0.083906,0.968254,0.916094,0.15443,0.973226,0.994891,0
61,2,665,19,0.972222,0.968254,0.084022,0.968254,0.915978,0.154626,0.971888,0.996261,0
61,2,664,20,0.97076,0.968254,0.084138,0.968254,0.915862,0.154822,0.970549,0.997635,0
61,2,663,21,0.969298,0.968254,0.084254,0.968254,0.915746,0.155019,0.96921,0.999013,0
61,2,662,22,0.967836,0.968254,0.084371,0.968254,0.915629,0.155216,0.967871,1.000395,0
61,2,661,23,0.966374,0.968254,0.084488,0.968254,0.915512,0.155414,0.966533,1.001781,0
61,2,660,24,0.964912,0.968254,0.084605,0.968254,0.915395,0.155612,0.965194,1.00317,0
61,2,659,25,0.96345,0.968254,0.084722,0.968254,0.915278,0.155811,0.963855,1.004563,0
61,2,658,26,0.961988,0.968254,0.08484,0.968254,0.91516,0.15601,0.962517,1.005961,0
61,2,657,27,0.960526,0.968254,0.084958,0.968254,0.915042,0.15621,0.961178,1.007362,0
61,2,656,28,0.959064,0.968254,0.085077,0.968254,0.914923,0.15641,0.959839,1.008767,0
61,2,655,29,0.957602,0.968254,0.085196,0.968254,0.914804,0.156611,0.958501,1.010176,0
61,2,654,30,0.95614,0.968254,0.085315,0.968254,0.914685,0.156812,0.957162,1.011588,0
61,2,653,31,0.954678,0.968254,0.085434,0.968254,0.914566,0.157014,0.955823,1.013005,0
61,2,652,32,0.953216,0.968254,0.085554,0.968254,0.914446,0.157216,0.954485,1.014426,0
61,2,651,33,0.951754,0.968254,0.085674,0.968254,0.914326,0.157419,0.953146,1.015851,0
61,2,650,34,0.950292,0.968254,0.085795,0.968254,0.914205,0.157623,0.951807,1.017279,0
61,2,649,35,0.94883,0.968254,0.085915,0.968254,0.914085,0.157827,0.950469,1.018712,0
61,2,648,36,0.947368,0.968254,0.086037,0.968254,0.913963,0.158031,0.94913,1.020149,0
61,2,647,37,0.945906,0.968254,0.086158,0.968254,0.913842,0.158236,0.947791,1.02159,0
61,2,646,38,0.944444,0.968254,0.08628,0.968254,0.91372,0.158442,0.946452,1.023035,0
61,2,645,39,0.942982,0.968254,0.086402,0.968254,0.913598,0.158648,0.945114,1.024484,0
61,2,644,40,0.94152,0.968254,0.086525,0.968254,0.913475,0.158854,0.943775,1.025937,0
61,2,643,41,0.940058,0.968254,0.086648,0.968254,0.913352,0.159061,0.942436,1.027394,0
61,2,642,42,0.938596,0.968254,0.086771,0.968254,0.913229,0.159269,0.941098,1.028856,0
61,2,641,43,0.937135,0.968254,0.086895,0.968254,0.913105,0.159477,0.939759,1.030322,0
61,2,640,44,0.935673,0.968254,0.087019,0.968254,0.912981,0.159686,0.93842,1.031791,0
61,2,639,45,0.934211,0.968254,0.087143,0.968254,0.912857,0.159895,0.937082,1.033265,0
61,2,638,46,0.932749,0.968254,0.087268,0.968254,0.912732,0.160105,0.935743,1.034744,0
61,2,637,47,0.931287,0.968254,0.087393,0.968254,0.912607,0.160315,0.934404,1.036226,0
61,2,636,48,0.929825,0.968254,0.087518,0.968254,0.912482,0.160526,0.933066,1.037713,0
61,2,635,49,0.928363,0.968254,0.087644,0.968254,0.912356,0.160738,0.931727,1.039204,0
61,2,634,50,0.926901,0.968254,0.08777,0.968254,0.91223,0.16095,0.930388,1.040699,0
61,2,633,51,0.925439,0.968254,0.087896,0.968254,0.912104,0.161162,0.92905,1.042198,0
61,2,632,52,0.923977,0.968254,0.088023,0.968254,0.911977,0.161376,0.927711,1.043702,0
61,2,631,53,0.922515,0.968254,0.08815,0.968254,0.91185,0.161589,0.926372,1.045211,0
61,2,630,54,0.921053,0.968254,0.088278,0.968254,0.911722,0.161804,0.925033,1.046723,0
61,2,629,55,0.919591,0.968254,0.088406,0.968254,0.911594,0.162019,0.923695,1.04824,0
61,2,628,56,0.918129,0.968254,0.088534,0.968254,0.911466,0.162234,0.922356,1.049762,0
61,2,627,57,0.916667,0.968254,0.088663,0.968254,0.911337,0.16245,0.921017,1.051287,0
61,2,626,58,0.915205,0.968254,0.088792,0.968254,0.911208,0.162667,0.919679,1.052818,0
61,2,625,59,0.913743,0.968254,0.088921,0.968254,0.911079,0.162884,0.91834,1.054352,0
61,2,624,60,0.912281,0.968254,0.089051,0.968254,0.910949,0.163102,0.917001,1.055892,0
61,2,623,61,0.910819,0.968254,0.089181,0.968254,0.910819,0.16332,0.915663,1.057435,0
61,2,622,62,0.909357,0.968254,0.089312,0.968254,0.910688,0.163539,0.914324,1.058983,0
61,2,621,63,0.907895,0.968254,0.089443,0.968254,0.910557,0.163758,0.912985,1.060536,0
61,2,620,64,0.906433,0.968254,0.089574,0.968254,0.910426,0.163978,0.911647,1.062094,0
61,2,619,65,0.904971,0.968254,0.089706,0.968254,0.910294,0.164199,0.910308,1.063655,0
61,2,618,66,0.903509,0.968254,0.089838,0.968254,0.910162,0.16442,0.908969,1.065222,0
61,2,617,67,0.902047,0.968254,0.089971,0.968254,0.910029,0.164642,0.907631,1.066793,0
61,2,616,68,0.900585,0.968254,0.090103,0.968254,0.909897,0.164865,0.906292,1.068369,0
60,3,616,68,0.900585,0.952381,0.088757,0.952381,0.911243,0.162382,0.904953,1.052409,0
60,3,615,69,0.899123,0.952381,0.088889,0.952381,0.911111,0.162602,0.903614,1.053968,0
60,3,614,70,0.897661,0.952381,0.089021,0.952381,0.910979,0.162822,0.902276,1.055532,0
60,3,613,71,0.896199,0.952381,0.089153,0.952381,0.910847,0.163043,0.900937,1.0571,0
60,3,612,72,0.894737,0.952381,0.089286,0.952381,0.910714,0.163265,0.899598,1.058673,0
60,3,611,73,0.893275,0.952381,0.089419,0.952381,0.910581,0.163488,0.89826,1.060251,0
60,3,610,74,0.891813,0.952381,0.089552,0.952381,0.910448,0.163711,0.896921,1.061834,0
60,3,609,75,0.890351,0.952381,0.089686,0.952381,0.910314,0.163934,0.895582,1.063421,0
60,3,608,76,0.888889,0.952381,0.08982,0.952381,0.91018,0.164159,0.894244,1.065013,0
60,3,607,77,0.887427,0.952381,0.089955,0.952381,0.910045,0.164384,0.892905,1.06661,0
60,3,606,78,0.885965,0.952381,0.09009,0.952381,0.90991,0.164609,0.891566,1.068211,0
60,3,605,79,0.884503,0.952381,0.090226,0.952381,0.909774,0.164835,0.890228,1.069817,0
60,3,604,80,0.883041,0.952381,0.090361,0.952381,0.909639,0.165062,0.888889,1.071429,0
60,3,603,81,0.881579,0.952381,0.090498,0.952381,0.909502,0.165289,0.88755,1.073045,0
60,3,602,82,0.880117,0.952381,0.090634,0.952381,0.909366,0.165517,0.886212,1.074666,0
60,3,601,83,0.878655,0.952381,0.090772,0.952381,0.909228,0.165746,0.884873,1.076291,0
60,3,600,84,0.877193,0.952381,0.090909,0.952381,0.909091,0.165975,0.883534,1.077922,0
60,3,599,85,0.875731,0.952381,0.091047,0.952381,0.908953,0.166205,0.882195,1.079558,0
60,3,598,86,0.874269,0.952381,0.091185,0.952381,0.908815,0.166436,0.880857,1.081198,0
60,3,597,87,0.872807,0.952381,0.091324,0.952381,0.908676,0.166667,0.879518,1.082844,0
59,4,597,87,0.872807,0.936508,0.089939,0.936508,0.910061,0.164117,0.878179,1.06642,0
59,4,596,88,0.871345,0.936508,0.090076,0.936508,0.909924,0.164345,0.876841,1.068048,0
59,4,595,89,0.869883,0.936508,0.090214,0.936508,0.909786,0.164575,0.875502,1.069681,0
59,4,594,90,0.868421,0.936508,0.090352,0.936508,0.909648,0.164804,0.874163,1.071319,0
59,4,593,91,0.866959,0.936508,0.090491,0.936508,0.909509,0.165035,0.872825,1.072962,0
59,4,592,92,0.865497,0.936508,0.09063,0.936508,0.90937,0.165266,0.871486,1.07461,0
59,4,591,93,0.864035,0.936508,0.090769,0.936508,0.909231,0.165498,0.870147,1.076264,0
59,4,590,94,0.862573,0.936508,0.090909,0.936508,0.909091,0.16573,0.868809,1.077922,0
59,4,589,95,0.861111,0.936508,0.091049,0.936508,0.908951,0.165963,0.86747,1.079586,0
59,4,588,96,0.859649,0.936508,0.09119,0.936508,0.90881,0.166197,0.866131,1.081254,0
59,4,587,97,0.858187,0.936508,0.091331,0.936508,0.908669,0.166432,0.864793,1.082928,0
59,4,586,98,0.856725,0.936508,0.091473,0.936508,0.908527,0.166667,0.863454,1.084607,0
59,4,585,99,0.855263,0.936508,0.091615,0.936508,0.908385,0.166902,0.862115,1.086291,0
59,4,584,100,0.853801,0.936508,0.091757,0.936508,0.908243,0.167139,0.860776,1.08798,0
59,4,583,101,0.852339,0.936508,0.0919,0.936508,0.9081,0.167376,0.859438,1.089675,0
59,4,582,102,0.850877,0.936508,0.092044,0.936508,0.907956,0.167614,0.858099,1.091375,0
59,4,581,103,0.849415,0.936508,0.092188,0.936508,0.907813,0.167852,0.85676,1.09308,0
59,4,580,104,0.847953,0.936508,0.092332,0.936508,0.907668,0.168091,0.855422,1.094791,0
59,4,579,105,0.846491,0.936508,0.092476,0.936508,0.907524,0.168331,0.854083,1.096507,0
59,4,578,106,0.845029,0.936508,0.092622,0.936508,0.907378,0.168571,0.852744,1.098228,0
58,5,578,106,0.845029,0.920635,0.091195,0.920635,0.908805,0.165951,0.851406,1.081312,0
58,5,577,107,0.843567,0.920635,0.091339,0.920635,0.908661,0.166189,0.850067,1.083015,0
58,5,576,108,0.842105,0.920635,0.091483,0.920635,0.908517,0.166428,0.848728,1.084723,0
58,5,575,109,0.840643,0.920635,0.091627,0.920635,0.908373,0.166667,0.84739,1.086436,0
58,5,574,110,0.839181,0.920635,0.091772,0.920635,0.908228,0.166906,0.846051,1.088156,0
57,6,574,110,0.839181,0.904762,0.090333,0.904762,0.909667,0.164265,0.844712,1.071089,0
57,6,573,111,0.837719,0.904762,0.090476,0.904762,0.909524,0.164502,0.843373,1.072789,0
56,7,573,111,0.837719,0.888889,0.08903,0.888889,0.91097,0.16185,0.842035,1.055644,0
56,7,572,112,0.836257,0.888889,0.089172,0.888889,0.910828,0.162084,0.840696,1.057325,0
56,7,571,113,0.834795,0.888889,0.089314,0.888889,0.910686,0.162319,0.839357,1.059011,0
56,7,570,114,0.833333,0.888889,0.089457,0.888889,0.910543,0.162554,0.838019,1.060703,0
56,7,569,115,0.831871,0.888889,0.0896,0.888889,0.9104,0.162791,0.83668,1.0624,0
56,7,568,116,0.830409,0.888889,0.089744,0.888889,0.910256,0.163028,0.835341,1.064103,0
56,7,567,117,0.828947,0.888889,0.089888,0.888889,0.910112,0.163265,0.834003,1.065811,0
55,8,567,117,0.828947,0.873016,0.088424,0.873016,0.911576,0.160584,0.832664,1.048461,0
55,8,566,118,0.827485,0.873016,0.088567,0.873016,0.911433,0.160819,0.831325,1.05015,0
55,8,565,119,0.826023,0.873016,0.08871,0.873016,0.91129,0.161054,0.829987,1.051843,0
55,8,564,120,0.824561,0.873016,0.088853,0.873016,0.911147,0.16129,0.828648,1.053543,0
55,8,563,121,0.823099,0.873016,0.088997,0.873016,0.911003,0.161527,0.827309,1.055247,0
55,8,562,122,0.821637,0.873016,0.089141,0.873016,0.910859,0.161765,0.825971,1.056958,0
55,8,561,123,0.820175,0.873016,0.089286,0.873016,0.910714,0.162003,0.824632,1.058673,0
55,8,560,124,0.818713,0.873016,0.089431,0.873016,0.910569,0.162242,0.823293,1.060395,0
55,8,559,125,0.817251,0.873016,0.089577,0.873016,0.910423,0.162482,0.821954,1.062122,0
55,8,558,126,0.815789,0.873016,0.089723,0.873016,0.910277,0.162722,0.820616,1.063855,0
55,8,557,127,0.814327,0.873016,0.089869,0.873016,0.910131,0.162963,0.819277,1.065593,0
55,8,556,128,0.812865,0.873016,0.090016,0.873016,0.909984,0.163205,0.817938,1.067337,0
55,8,555,129,0.811404,0.873016,0.090164,0.873016,0.909836,0.163447,0.8166,1.069087,0
55,8,554,130,0.809942,0.873016,0.090312,0.873016,0.909688,0.16369,0.815261,1.070842,0
55,8,553,131,0.80848,0.873016,0.090461,0.873016,0.909539,0.163934,0.813922,1.072603,0
54,9,553,131,0.80848,0.857143,0.088962,0.857143,0.911038,0.161194,0.812584,1.054836,0
54,9,552,132,0.807018,0.857143,0.089109,0.857143,0.910891,0.161435,0.811245,1.056577,0
54,9,551,133,0.805556,0.857143,0.089256,0.857143,0.910744,0.161677,0.809906,1.058323,0
54,9,550,134,0.804094,0.857143,0.089404,0.857143,0.910596,0.161919,0.808568,1.060076,0
54,9,549,135,0.802632,0.857143,0.089552,0.857143,0.910448,0.162162,0.807229,1.061834,0
54,9,548,136,0.80117,0.857143,0.089701,0.857143,0.910299,0.162406,0.80589,1.063598,0
54,9,547,137,0.799708,0.857143,0.08985,0.857143,0.91015,0.162651,0.804552,1.065367,0
54,9,546,138,0.798246,0.857143,0.09,0.857143,0.91,0.162896,0.803213,1.067143,0
53,10,546,138,0.798246,0.84127,0.088481,0.84127,0.911519,0.160121,0.801874,1.04913,0
53,10,545,139,0.796784,0.84127,0.088629,0.84127,0.911371,0.160363,0.800535,1.050884,0
53,10,544,140,0.795322,0.84127,0.088777,0.84127,0.911223,0.160606,0.799197,1.052644,0
53,10,543,141,0.79386,0.84127,0.088926,0.84127,0.911074,0.16085,0.797858,1.05441,0
53,10,542,142,0.792398,0.84127,0.089076,0.84127,0.910924,0.161094,0.796519,1.056182,0
53,10,541,143,0.790936,0.84127,0.089226,0.84127,0.910774,0.161339,0.795181,1.057961,0
53,10,540,144,0.789474,0.84127,0.089376,0.84127,0.910624,0.161585,0.793842,1.059745,0
53,10,539,145,0.788012,0.84127,0.089527,0.84127,0.910473,0.161832,0.792503,1.061535,0
53,10,538,146,0.78655,0.84127,0.089679,0.84127,0.910321,0.16208,0.791165,1.063331,0
53,10,537,147,0.785088,0.84127,0.089831,0.84127,0.910169,0.162328,0.789826,1.065133,0
53,10,536,148,0.783626,0.84127,0.089983,0.84127,0.910017,0.162577,0.788487,1.066942,0
53,10,535,149,0.782164,0.84127,0.090136,0.84127,0.909864,0.162826,0.787149,1.068756,0
53,10,534,150,0.780702,0.84127,0.09029,0.84127,0.90971,0.163077,0.78581,1.070577,0
52,11,534,150,0.780702,0.825397,0.088737,0.825397,0.911263,0.160247,0.784471,1.05217,0
52,11,533,151,0.77924,0.825397,0.088889,0.825397,0.911111,0.160494,0.783133,1.053968,0
52,11,532,152,0.777778,0.825397,0.089041,0.825397,0.910959,0.160742,0.781794,1.055773,0
52,11,531,153,0.776316,0.825397,0.089194,0.825397,0.910806,0.160991,0.780455,1.057584,0
52,11,530,154,0.774854,0.825397,0.089347,0.825397,0.910653,0.16124,0.779116,1.059401,0
52,11,529,155,0.773392,0.825397,0.089501,0.825397,0.910499,0.161491,0.777778,1.061224,0
52,11,528,156,0.77193,0.825397,0.089655,0.825397,0.910345,0.161742,0.776439,1.063054,0
52,11,527,157,0.770468,0.825397,0.08981,0.825397,0.91019,0.161994,0.7751,1.06489,0
52,11,526,158,0.769006,0.825397,0.089965,0.825397,0.910035,0.162246,0.773762,1.066733,0
51,12,526,158,0.769006,0.809524,0.088388,0.809524,0.911612,0.159375,0.772423,1.048032,0
51,12,525,159,0.767544,0.809524,0.088542,0.809524,0.911458,0.159624,0.771084,1.049851,0
51,12,524,160,0.766082,0.809524,0.088696,0.809524,0.911304,0.159875,0.769746,1.051677,0
51,12,523,161,0.76462,0.809524,0.08885,0.809524,0.91115,0.160126,0.768407,1.053509,0
51,12,522,162,0.763158,0.809524,0.089005,0.809524,0.910995,0.160377,0.767068,1.055348,0
50,13,522,162,0.763158,0.793651,0.087413,0.793651,0.912587,0.15748,0.76573,1.036464,0
50,13,521,163,0.761696,0.793651,0.087566,0.793651,0.912434,0.157729,0.764391,1.038279,0
50,13,520,164,0.760234,0.793651,0.087719,0.793651,0.912281,0.157978,0.763052,1.0401,0
50,13,519,165,0.758772,0.793651,0.087873,0.793651,0.912127,0.158228,0.761714,1.041928,0
50,13,518,166,0.75731,0.793651,0.088028,0.793651,0.911972,0.158479,0.760375,1.043763,0
50,13,517,167,0.755848,0.793651,0.088183,0.793651,0.911817,0.15873,0.759036,1.045603,0
50,13,516,168,0.754386,0.793651,0.088339,0.793651,0.911661,0.158983,0.757697,1.047451,0
50,13,515,169,0.752924,0.793651,0.088496,0.793651,0.911504,0.159236,0.756359,1.049305,0
50,13,514,170,0.751462,0.793651,0.088652,0.793651,0.911348,0.15949,0.75502,1.051165,0
50,13,513,171,0.75,0.793651,0.08881,0.793651,0.91119,0.159744,0.753681,1.053032,0
50,13,512,172,0.748538,0.793651,0.088968,0.793651,0.911032,0.16,0.752343,1.054906,0
50,13,511,173,0.747076,0.793651,0.089127,0.793651,0.910873,0.160256,0.751004,1.056786,0
50,13,510,174,0.745614,0.793651,0.089286,0.793651,0.910714,0.160514,0.749665,1.058673,0
50,13,509,175,0.744152,0.793651,0.089445,0.793651,0.910555,0.160772,0.748327,1.060567,0
50,13,508,176,0.74269,0.793651,0.089606,0.793651,0.910394,0.161031,0.746988,1.062468,0
50,13,507,177,0.741228,0.793651,0.089767,0.793651,0.910233,0.16129,0.745649,1.064375,0
50,13,506,178,0.739766,0.793651,0.089928,0.793651,0.910072,0.161551,0.744311,1.06629,0
50,13,505,179,0.738304,0.793651,0.09009,0.793651,0.90991,0.161812,0.742972,1.068211,0
50,13,504,180,0.736842,0.793651,0.090253,0.793651,0.909747,0.162075,0.741633,1.070139,0
50,13,503,181,0.73538,0.793651,0.090416,0.793651,0.909584,0.162338,0.740295,1.072074,0
50,13,502,182,0.733918,0.793651,0.09058,0.793651,0.90942,0.162602,0.738956,1.074017,0
50,13,501,183,0.732456,0.793651,0.090744,0.793651,0.909256,0.162866,0.737617,1.075966,0
50,13,500,184,0.730994,0.793651,0.090909,0.793651,0.909091,0.163132,0.736278,1.077922,0
50,13,499,185,0.729532,0.793651,0.091075,0.793651,0.908925,0.163399,0.73494,1.079886,0
50,13,498,186,0.72807,0.793651,0.091241,0.793651,0.908759,0.163666,0.733601,1.081856,0
49,14,498,186,0.72807,0.777778,0.08958,0.777778,0.91042,0.160656,0.732262,1.062157,0
49,14,497,187,0.726608,0.777778,0.089744,0.777778,0.910256,0.16092,0.730924,1.064103,0
49,14,496,188,0.725146,0.777778,0.089908,0.777778,0.910092,0.161184,0.729585,1.066055,0
49,14,495,189,0.723684,0.777778,0.090074,0.777778,0.909926,0.16145,0.728246,1.068015,0
49,14,494,190,0.722222,0.777778,0.090239,0.777778,0.909761,0.161716,0.726908,1.069982,0
49,14,493,191,0.72076,0.777778,0.090406,0.777778,0.909594,0.161983,0.725569,1.071956,0
49,14,492,192,0.719298,0.777778,0.090573,0.777778,0.909427,0.162252,0.72423,1.073937,0
49,14,491,193,0.717836,0.777778,0.090741,0.777778,0.909259,0.162521,0.722892,1.075926,0
49,14,490,194,0.716374,0.777778,0.090909,0.777778,0.909091,0.162791,0.721553,1.077922,0.000001
49,14,489,195,0.714912,0.777778,0.091078,0.777778,0.908922,0.163062,0.720214,1.079926,0.000001
49,14,488,196,0.71345,0.777778,0.091248,0.777778,0.908752,0.163333,0.718876,1.081937,0.000001
49,14,487,197,0.711988,0.777778,0.091418,0.777778,0.908582,0.163606,0.717537,1.083955,0.000001
49,14,486,198,0.710526,0.777778,0.091589,0.777778,0.908411,0.16388,0.716198,1.085981,0.000001
48,15,486,198,0.710526,0.761905,0.089888,0.761905,0.910112,0.160804,0.714859,1.065811,0.000001
48,15,485,199,0.709064,0.761905,0.090056,0.761905,0.909944,0.161074,0.713521,1.06781,0.000001
48,15,484,200,0.707602,0.761905,0.090226,0.761905,0.909774,0.161345,0.712182,1.069817,0.000001
48,15,483,201,0.70614,0.761905,0.090395,0.761905,0.909605,0.161616,0.710843,1.071832,0.000001
48,15,482,202,0.704678,0.761905,0.090566,0.761905,0.909434,0.161889,0.709505,1.073854,0.000001
48,15,481,203,0.703216,0.761905,0.090737,0.761905,0.909263,0.162162,0.708166,1.075884,0.000001
48,15,480,204,0.701754,0.761905,0.090909,0.761905,0.909091,0.162437,0.706827,1.077922,0.000001
48,15,479,205,0.700292,0.761905,0.091082,0.761905,0.908918,0.162712,0.705489,1.079967,0.000001
48,15,478,206,0.69883,0.761905,0.091255,0.761905,0.908745,0.162988,0.70415,1.082021,0.000001
48,15,477,207,0.697368,0.761905,0.091429,0.761905,0.908571,0.163265,0.702811,1.084082,0.000001
48,15,476,208,0.695906,0.761905,0.091603,0.761905,0.908397,0.163543,0.701473,1.08615,0.000001
48,15,475,209,0.694444,0.761905,0.091778,0.761905,0.908222,0.163823,0.700134,1.088227,0.000001
48,15,474,210,0.692982,0.761905,0.091954,0.761905,0.908046,0.164103,0.698795,1.090312,0.000001
48,15,473,211,0.69152,0.761905,0.092131,0.761905,0.907869,0.164384,0.697456,1.092405,0.000001
48,15,472,212,0.690058,0.761905,0.092308,0.761905,0.907692,0.164666,0.696118,1.094505,0.000001
48,15,471,213,0.688596,0.761905,0.092486,0.761905,0.907514,0.164948,0.694779,1.096614,0.000001
48,15,470,214,0.687135,0.761905,0.092664,0.761905,0.907336,0.165232,0.69344,1.098731,0.000001
48,15,469,215,0.685673,0.761905,0.092843,0.761905,0.907157,0.165517,0.692102,1.100857,0.000001
48,15,468,216,0.684211,0.761905,0.093023,0.761905,0.906977,0.165803,0.690763,1.10299,0.000001
