

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.986
2,1:No,1:No,,0.984
3,1:No,1:No,,0.869
4,1:No,1:No,,0.986
5,1:No,1:No,,0.981
6,1:No,1:No,,0.956
7,1:No,1:No,,0.961
8,1:No,1:No,,0.95
9,1:No,1:No,,0.982
10,1:No,1:No,,0.947
11,1:No,1:No,,0.983
12,1:No,1:No,,0.939
13,1:No,1:No,,0.983
14,1:No,1:No,,0.986
15,1:No,1:No,,0.952
16,1:No,1:No,,0.986
17,1:No,1:No,,0.885
18,1:No,1:No,,0.935
19,1:No,1:No,,0.863
20,1:No,1:No,,0.968
21,1:No,1:No,,0.989
22,1:No,1:No,,0.954
23,1:No,1:No,,0.99
24,1:No,1:No,,0.951
25,1:No,1:No,,0.911
26,1:No,1:No,,0.935
27,1:No,1:No,,0.948
28,1:No,1:No,,0.936
29,1:No,1:No,,0.967
30,1:No,1:No,,0.987
31,1:No,1:No,,0.977
32,1:No,1:No,,0.953
33,1:No,1:No,,0.984
34,1:No,1:No,,0.915
35,1:No,1:No,,0.985
36,1:No,1:No,,0.976
37,1:No,1:No,,0.958
38,1:No,1:No,,0.959
39,1:No,1:No,,0.97
40,1:No,1:No,,0.965
41,1:No,1:No,,0.953
42,1:No,1:No,,0.992
43,1:No,1:No,,0.979
44,1:No,1:No,,0.991
45,1:No,1:No,,0.946
46,1:No,1:No,,0.981
47,1:No,1:No,,0.983
48,1:No,1:No,,0.986
49,1:No,1:No,,0.987
50,1:No,1:No,,0.943
51,1:No,1:No,,0.977
52,1:No,1:No,,0.899
53,1:No,1:No,,0.981
54,1:No,1:No,,0.974
55,1:No,1:No,,0.869
56,1:No,1:No,,0.838
57,1:No,1:No,,0.988
58,1:No,1:No,,0.971
59,1:No,1:No,,0.976
60,1:No,1:No,,0.922
61,1:No,1:No,,0.95
62,1:No,1:No,,0.972
63,1:No,1:No,,0.967
64,1:No,1:No,,0.948
65,1:No,1:No,,0.917
