

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
1,1:No,1:No,,0.995
2,1:No,1:No,,1
3,1:No,1:No,,0.991
4,1:No,1:No,,0.999
5,1:No,1:No,,0.998
6,1:No,1:No,,0.884
7,1:No,1:No,,0.978
8,1:No,1:No,,0.809
9,1:No,1:No,,0.993
10,1:No,1:No,,0.995
11,1:No,1:No,,0.999
12,1:No,1:No,,0.99
13,1:No,1:No,,0.995
14,1:No,1:No,,1
15,1:No,1:No,,0.991
16,1:No,1:No,,0.999
17,1:No,1:No,,0.925
18,1:No,1:No,,0.943
19,1:No,2:Yes,+,0.641
20,1:No,1:No,,0.946
21,1:No,1:No,,0.998
22,1:No,1:No,,0.982
23,1:No,1:No,,0.999
24,1:No,1:No,,0.997
25,1:No,1:No,,0.949
26,1:No,1:No,,0.951
27,1:No,1:No,,0.988
28,1:No,1:No,,0.967
29,1:No,1:No,,0.992
30,1:No,1:No,,1
31,1:No,1:No,,1
32,1:No,1:No,,0.956
33,1:No,1:No,,0.997
34,1:No,1:No,,0.96
35,1:No,1:No,,0.994
36,1:No,1:No,,1
37,1:No,1:No,,0.995
38,1:No,1:No,,0.999
39,1:No,1:No,,1
40,1:No,1:No,,0.979
41,1:No,1:No,,0.996
42,1:No,1:No,,1
43,1:No,1:No,,1
44,1:No,1:No,,1
45,1:No,1:No,,0.972
46,1:No,1:No,,0.991
47,1:No,1:No,,1
48,1:No,1:No,,1
49,1:No,1:No,,1
50,1:No,1:No,,0.853
51,1:No,1:No,,0.999
52,1:No,1:No,,0.937
53,1:No,1:No,,0.999
54,1:No,1:No,,0.94
55,1:No,1:No,,0.974
56,1:No,1:No,,0.977
57,1:No,1:No,,0.996
58,1:No,1:No,,0.981
59,1:No,1:No,,0.999
60,1:No,1:No,,0.991
61,1:No,1:No,,0.997
62,1:No,1:No,,0.997
63,1:No,1:No,,0.993
64,1:No,1:No,,0.956
65,1:No,1:No,,0.983
66,1:No,1:No,,0.991
67,1:No,1:No,,0.997
68,1:No,1:No,,0.967
69,1:No,1:No,,1
70,1:No,2:Yes,+,0.816
71,1:No,1:No,,0.992
72,1:No,1:No,,0.999
73,1:No,1:No,,0.985
74,1:No,1:No,,0.982
75,1:No,1:No,,0.999
76,1:No,1:No,,0.997
77,1:No,1:No,,0.988
78,1:No,1:No,,0.824
79,1:No,1:No,,0.994
80,1:No,1:No,,0.966
81,1:No,1:No,,1
82,1:No,1:No,,0.979
83,1:No,1:No,,0.989
84,1:No,1:No,,0.989
85,1:No,1:No,,0.994
86,1:No,1:No,,0.998
87,1:No,1:No,,0.99
88,1:No,2:Yes,+,0.74
89,1:No,1:No,,1
90,1:No,1:No,,1
91,1:No,1:No,,0.997
92,1:No,1:No,,0.99
93,1:No,1:No,,0.996
94,1:No,1:No,,1
95,1:No,1:No,,0.997
96,1:No,1:No,,0.997
97,1:No,1:No,,0.999
98,1:No,1:No,,0.541
99,1:No,1:No,,0.968
100,1:No,1:No,,1
101,1:No,1:No,,0.999
102,1:No,1:No,,0.998
103,1:No,1:No,,0.992
104,1:No,1:No,,0.96
105,1:No,1:No,,0.999
106,1:No,1:No,,0.967
107,1:No,1:No,,0.826
108,1:No,2:Yes,+,0.844
109,1:No,1:No,,0.995
110,1:No,1:No,,0.997
111,1:No,1:No,,0.999
112,1:No,1:No,,0.83
113,1:No,1:No,,0.989
114,1:No,1:No,,0.996
115,1:No,1:No,,0.958
116,1:No,1:No,,0.989
117,1:No,1:No,,0.995
118,1:No,1:No,,0.992
119,1:No,1:No,,0.984
120,1:No,1:No,,0.933
121,1:No,1:No,,0.997
122,1:No,2:Yes,+,0.58
123,1:No,1:No,,0.999
124,1:No,1:No,,0.992
125,1:No,1:No,,0.995
126,1:No,1:No,,0.998
127,1:No,1:No,,0.988
128,1:No,1:No,,1
129,1:No,1:No,,0.985
130,1:No,1:No,,1
131,1:No,1:No,,0.999
132,1:No,1:No,,0.883
133,1:No,1:No,,0.99
134,1:No,1:No,,0.745
135,1:No,1:No,,1
136,1:No,1:No,,0.989
137,1:No,1:No,,0.878
138,1:No,1:No,,0.894
139,1:No,1:No,,0.987
140,1:No,1:No,,1
141,1:No,1:No,,0.999
142,1:No,1:No,,0.999
143,1:No,1:No,,0.993
144,1:No,1:No,,0.998
145,1:No,1:No,,0.995
146,1:No,1:No,,1
147,1:No,1:No,,0.997
148,1:No,1:No,,0.847
149,1:No,1:No,,0.794
150,1:No,1:No,,0.999
151,1:No,1:No,,0.993
152,1:No,1:No,,0.962
153,1:No,1:No,,1
154,1:No,1:No,,0.98
155,1:No,1:No,,0.999
156,1:No,1:No,,0.977
157,1:No,1:No,,0.938
158,1:No,1:No,,1
159,1:No,1:No,,0.797
160,1:No,1:No,,0.989
161,1:No,1:No,,0.561
162,1:No,1:No,,0.853
163,1:No,2:Yes,+,0.504
164,1:No,1:No,,0.871
165,1:No,1:No,,1
166,1:No,1:No,,0.986
167,1:No,1:No,,0.974
168,1:No,1:No,,0.941
169,1:No,1:No,,0.991
170,1:No,1:No,,0.994
171,1:No,1:No,,0.982
172,1:No,1:No,,0.945
173,1:No,1:No,,1
174,1:No,1:No,,0.919
175,1:No,1:No,,0.999
176,1:No,1:No,,0.998
177,1:No,1:No,,0.987
178,1:No,1:No,,0.901
179,1:No,1:No,,0.943
180,1:No,1:No,,0.956
181,1:No,1:No,,0.997
182,1:No,1:No,,0.984
183,1:No,1:No,,0.865
184,1:No,1:No,,0.998
185,1:No,1:No,,0.999
186,1:No,1:No,,0.995
187,1:No,1:No,,0.865
188,1:No,1:No,,0.998
189,1:No,1:No,,0.989
190,1:No,1:No,,0.998
191,1:No,1:No,,0.728
192,1:No,1:No,,0.982
193,1:No,1:No,,0.97
194,1:No,1:No,,0.987
195,1:No,1:No,,0.999
196,1:No,1:No,,0.999
197,1:No,1:No,,0.999
198,1:No,1:No,,1
199,1:No,1:No,,0.976
200,1:No,1:No,,0.707
201,1:No,1:No,,1
202,1:No,1:No,,0.852
203,1:No,1:No,,0.997
204,1:No,1:No,,1
205,1:No,1:No,,0.996
206,1:No,1:No,,0.98
207,1:No,1:No,,0.993
208,1:No,1:No,,1
209,1:No,1:No,,0.968
210,1:No,1:No,,0.964
211,1:No,1:No,,0.93
212,1:No,1:No,,0.986
213,1:No,1:No,,0.864
214,1:No,1:No,,0.999
215,1:No,1:No,,0.997
